ShipmentID,OrderID,Carrier,TrackingNumber,ShipmentDateTime,EstimatedDeliveryDateTime,ActualDeliveryDateTime,ShipmentStatus,IsDelayed,ShippingMethod,ShippingCost
16473,16977,USPS,9400 4198 3316 7760,2025-03-06 15:52:28,2025-03-11 15:52:28,2025-03-11 15:52:28,Delivered,False,Standard,0.00
16474,16978,USPS,9400 3034 4399 6991,2026-01-20 08:59:12,2026-01-26 08:59:12,2026-01-26 08:59:12,Delivered,False,Standard,0.00
16475,16979,UPS,1Z9572600854449024,2026-05-15 13:38:20,2026-05-18 13:38:20,2026-05-17 13:38:20,Delivered,False,Standard,5.99
16476,16980,USPS,9400 4324 8947 1322,2026-07-22 02:07:58,2026-07-25 02:07:58,2026-07-25 02:07:58,Delivered,False,Standard,5.99
16477,16981,UPS,1Z3234771692735148,2024-12-03 20:55:31,2024-12-08 20:55:31,2024-12-08 20:55:31,Delivered,False,Standard,0.00
16478,16982,UPS,1Z4053590299985819,2025-01-27 08:56:51,2025-02-03 08:56:51,2025-02-03 08:56:51,Delivered,False,Standard,0.00
16479,16983,USPS,9400 7568 5456 3309,2025-03-02 13:34:00,2025-03-09 13:34:00,2025-03-09 13:34:00,Delivered,False,Standard,0.00
16480,16984,FedEx,16301 43204 76713,2025-04-25 17:18:46,2025-04-29 17:18:46,2025-04-29 17:18:46,Delivered,False,Standard,0.00
16481,16985,USPS,9400 8520 2477 2199,2025-05-16 18:33:43,2025-05-21 18:33:43,2025-05-20 18:33:43,Delivered,False,Standard,0.00
16482,16987,FedEx,63755 65220 66850,2025-08-06 10:19:18,2025-08-11 10:19:18,2025-08-10 10:19:18,Delivered,False,Standard,0.00
16483,16988,UPS,1Z4856701109386788,2025-09-04 18:51:07,2025-09-09 18:51:07,2025-09-09 18:51:07,Delivered,False,Standard,0.00
16484,16989,FedEx,47845 65190 35857,2025-10-16 03:06:46,2025-10-22 03:06:46,2025-10-22 03:06:46,Delivered,False,Standard,0.00
16485,16990,USPS,9400 4828 7256 5947,2025-10-18 23:01:23,2025-10-22 23:01:23,2025-10-22 23:01:23,Delivered,False,Standard,0.00
16486,16991,USPS,9400 5069 3387 6173,2025-11-16 21:48:24,2025-11-22 21:48:24,2025-11-21 21:48:24,Delivered,False,Standard,0.00
16487,16992,USPS,9400 4785 3325 4252,2026-01-04 07:09:00,2026-01-10 07:09:00,2026-01-10 07:09:00,Delivered,False,Standard,0.00
16488,16993,FedEx,16243 15190 85414,2026-01-13 22:59:34,2026-01-15 22:59:34,2026-01-14 22:59:34,Delivered,False,Two-Day,0.00
16489,16994,USPS,9400 6700 5257 2614,2026-01-21 07:52:09,2026-01-26 07:52:09,2026-01-26 07:52:09,Delivered,False,Standard,0.00
16490,16995,USPS,9400 2174 6834 9664,2026-03-23 23:18:25,2026-03-27 23:18:25,2026-03-26 23:18:25,Delivered,False,Standard,0.00
16491,16996,USPS,9400 8785 5659 1059,2026-06-11 09:08:09,2026-06-15 09:08:09,2026-06-15 09:08:09,Delivered,False,Standard,0.00
16492,16997,UPS,1Z6502398999867650,2026-06-13 11:44:19,2026-06-17 11:44:19,2026-06-16 11:44:19,Delivered,False,Standard,0.00
16493,16998,USPS,9400 7392 7063 1745,2026-06-24 13:12:49,2026-06-27 13:12:49,2026-06-26 13:12:49,Delivered,False,Standard,0.00
16494,16999,USPS,9400 8398 9073 3663,2026-07-07 07:49:59,2026-07-11 07:49:59,2026-07-11 07:49:59,Delivered,False,Standard,0.00
16495,17000,FedEx,95287 37312 63290,2026-07-27 20:11:03,2026-07-29 20:11:03,2026-07-28 20:11:03,Delivered,False,Two-Day,0.00
16496,17001,UPS,1Z7385776458483884,2026-08-28 12:45:30,2026-09-02 12:45:30,2026-09-02 12:45:30,Delivered,False,Standard,0.00
16497,17003,UPS,1Z1200871814741256,2026-04-13 01:48:02,2026-04-18 01:48:02,2026-04-18 01:48:02,Delivered,False,Standard,5.99
16498,17004,FedEx,24292 94926 74434,2026-04-19 22:19:45,2026-04-24 22:19:45,2026-04-24 22:19:45,Delivered,False,Standard,0.00
16499,17005,UPS,1Z1542897931658786,2026-06-08 22:05:03,2026-06-12 22:05:03,2026-06-11 22:05:03,Delivered,False,Standard,0.00
16500,17006,UPS,1Z4682578740491591,2026-08-07 02:38:46,2026-08-12 02:38:46,2026-08-11 02:38:46,Delivered,False,Standard,0.00
16501,17007,FedEx,82338 90345 36738,2023-09-08 09:59:04,2023-09-10 09:59:04,2023-09-10 09:59:04,Delivered,False,Two-Day,12.99
16502,17008,USPS,9400 6138 6189 6455,2024-03-16 03:56:58,2024-03-22 03:56:58,2024-03-22 03:56:58,Delivered,False,Standard,0.00
16503,17009,USPS,9400 9666 7963 7911,2024-08-30 12:38:46,2024-09-02 12:38:46,2024-09-01 12:38:46,Delivered,False,Standard,0.00
16504,17010,UPS,1Z5351116919348671,2025-09-04 17:06:00,2025-09-06 17:06:00,2025-09-06 17:06:00,Delivered,False,Two-Day,12.99
16505,17011,USPS,9400 2206 5924 5448,2026-03-01 11:33:17,2026-03-07 11:33:17,2026-03-06 11:33:17,Delivered,False,Standard,0.00
16506,17012,UPS,1Z2966642839768319,2026-05-31 01:54:42,2026-06-02 01:54:42,2026-06-02 01:54:42,Delivered,False,Two-Day,0.00
16507,17013,USPS,9400 6538 5960 7893,2026-06-11 16:27:39,2026-06-15 16:27:39,2026-06-15 16:27:39,Delivered,False,Standard,0.00
16508,17014,UPS,1Z9062471936359535,2024-07-22 10:58:37,2024-07-24 10:58:37,2024-07-23 10:58:37,Delivered,False,Two-Day,0.00
16509,17015,USPS,9400 5918 3521 8278,2025-04-01 03:16:51,2025-04-08 03:16:51,2025-04-08 03:16:51,Delivered,False,Standard,5.99
16510,17016,FedEx,32258 66754 00060,2025-04-17 16:03:44,2025-04-19 16:03:44,2025-04-19 16:03:44,Delivered,False,Two-Day,0.00
16511,17017,USPS,9400 7686 1925 9655,2026-05-23 06:42:26,2026-05-29 06:42:26,2026-05-29 06:42:26,Delivered,False,Standard,0.00
16512,17018,UPS,1Z3672908187953049,2025-12-20 18:22:07,2025-12-22 18:22:07,2025-12-21 18:22:07,Delivered,False,Two-Day,0.00
16513,17019,USPS,9400 2036 8252 8457,2026-02-04 15:51:40,2026-02-08 15:51:40,2026-02-08 15:51:40,Delivered,False,Standard,0.00
16514,17020,USPS,9400 7519 1422 7861,2026-03-06 12:36:30,2026-03-12 12:36:30,2026-03-12 12:36:30,Delivered,False,Standard,5.99
16515,17021,UPS,1Z2457403275958530,2026-04-26 21:19:55,2026-05-02 21:19:55,2026-05-01 21:19:55,Delivered,False,Standard,0.00
16516,17022,FedEx,61342 04047 15814,2026-05-17 19:10:11,2026-05-21 19:10:11,2026-05-21 19:10:11,Delivered,False,Standard,0.00
16517,17023,USPS,9400 7670 5318 5537,2026-05-20 19:35:08,2026-05-26 19:35:08,2026-05-26 19:35:08,Delivered,False,Standard,0.00
16518,17024,UPS,1Z7820672703780782,2026-06-10 15:03:49,2026-06-13 15:03:49,2026-06-13 15:03:49,Delivered,False,Standard,0.00
16519,17025,USPS,9400 6890 8244 2175,2026-06-18 10:00:56,2026-06-22 10:00:56,2026-06-21 10:00:56,Delivered,False,Standard,5.99
16520,17026,FedEx,60724 92331 55620,2026-06-26 10:32:59,2026-07-02 10:32:59,2026-07-02 10:32:59,Delivered,False,Standard,5.99
16521,17027,UPS,1Z6770197731690797,2026-07-05 00:03:29,2026-07-11 00:03:29,2026-07-11 00:03:29,Delivered,False,Standard,0.00
16522,17028,FedEx,71647 82719 22199,2026-07-25 06:11:38,2026-08-01 06:11:38,2026-07-31 06:11:38,Delivered,False,Standard,0.00
16523,17029,FedEx,43834 02358 79839,2024-12-25 11:46:14,2024-12-27 11:46:14,2024-12-26 11:46:14,Delivered,False,Two-Day,0.00
16524,17030,USPS,9400 9947 3771 7369,2025-06-17 21:44:49,2025-06-21 21:44:49,2025-06-20 21:44:49,Delivered,False,Standard,5.99
16525,17031,USPS,9400 9807 4437 8241,2025-08-18 07:59:05,2025-08-22 07:59:05,2025-08-22 07:59:05,Delivered,False,Standard,0.00
16526,17032,UPS,1Z7810442434904143,2026-03-06 02:37:19,2026-03-08 02:37:19,2026-03-08 02:37:19,Delivered,False,Two-Day,0.00
16527,17033,UPS,1Z1649907141077255,2026-04-17 15:51:29,2026-04-21 15:51:29,2026-04-20 15:51:29,Delivered,False,Standard,5.99
16528,17034,UPS,1Z3222488409989105,2026-07-26 02:50:13,2026-07-29 02:50:13,2026-07-29 02:50:13,Delivered,False,Standard,5.99
16529,17035,UPS,1Z7358297626076957,2025-03-28 10:59:41,2025-04-01 10:59:41,2025-03-31 10:59:41,Delivered,False,Standard,0.00
16530,17036,UPS,1Z3276154603530525,2025-04-13 12:39:13,2025-04-18 12:39:13,2025-04-18 12:39:13,Delivered,False,Standard,0.00
16531,17037,FedEx,50853 56475 47834,2025-04-16 18:32:09,2025-04-18 18:32:09,2025-04-17 18:32:09,Delivered,False,Two-Day,0.00
16532,17038,USPS,9400 2886 3338 2505,2025-04-29 13:46:58,2025-05-05 13:46:58,2025-05-04 13:46:58,Delivered,False,Standard,0.00
16533,17039,UPS,1Z9834865991958364,2025-05-04 03:42:20,2025-05-08 03:42:20,2025-05-07 03:42:20,Delivered,False,Standard,0.00
16534,17040,UPS,1Z9344650903197169,2025-05-26 11:42:45,2025-05-29 11:42:45,2025-05-29 11:42:45,Delivered,False,Standard,0.00
16535,17041,USPS,9400 7176 4653 7985,2025-06-04 16:02:59,2025-06-09 16:02:59,2025-06-09 16:02:59,Delivered,False,Standard,0.00
16536,17042,FedEx,65293 34081 83722,2025-06-30 17:08:45,2025-07-01 17:08:45,2025-07-01 17:08:45,Delivered,False,Next-Day,0.00
16537,17043,USPS,9400 8871 3761 2557,2025-07-24 02:24:59,2025-07-28 02:24:59,2025-07-28 02:24:59,Delivered,False,Standard,0.00
16538,17044,USPS,9400 3979 4380 2273,2025-07-24 10:41:34,2025-07-31 10:41:34,2025-07-31 10:41:34,Delivered,False,Standard,5.99
16539,17045,USPS,9400 4185 3534 6313,2025-07-25 21:55:59,2025-07-28 21:55:59,2025-07-28 21:55:59,Delivered,False,Standard,0.00
16540,17046,USPS,9400 4237 7469 9185,2025-08-23 05:37:01,2025-08-28 05:37:01,2025-08-28 05:37:01,Delivered,False,Standard,5.99
16541,17047,UPS,1Z7034872173638032,2025-10-27 13:33:25,2025-11-03 13:33:25,2025-11-02 13:33:25,Delivered,False,Standard,0.00
16542,17048,USPS,9400 1775 5454 7440,2025-11-10 21:46:40,2025-11-13 21:46:40,2025-11-12 21:46:40,Delivered,False,Standard,5.99
16543,17049,UPS,1Z4063841426455456,2025-11-15 22:03:45,2025-11-18 22:03:45,2025-11-17 22:03:45,Delivered,False,Standard,0.00
16544,17050,UPS,1Z3404024262397616,2025-11-20 14:56:38,2025-11-22 14:56:38,2025-11-21 14:56:38,Delivered,False,Two-Day,0.00
16545,17051,USPS,9400 7145 9987 7483,2025-12-05 10:46:11,2025-12-12 10:46:11,2025-12-13 10:46:11,Delivered,True,Standard,0.00
16546,17052,FedEx,40343 58825 64148,2025-12-21 16:25:44,2025-12-23 16:25:44,2025-12-22 16:25:44,Delivered,False,Two-Day,0.00
16547,17053,FedEx,62380 51726 88289,2025-12-23 21:15:12,2025-12-27 21:15:12,2025-12-26 21:15:12,Delivered,False,Standard,0.00
16548,17054,USPS,9400 9075 6083 1591,2026-01-24 13:22:58,2026-01-27 13:22:58,2026-01-26 13:22:58,Delivered,False,Standard,0.00
16549,17055,UPS,1Z6991069378124454,2026-01-29 06:41:22,2026-01-31 06:41:22,2026-01-31 06:41:22,Delivered,False,Two-Day,0.00
16550,17056,USPS,9400 6780 7106 8755,2026-02-07 05:52:41,2026-02-10 05:52:41,2026-02-10 05:52:41,Delivered,False,Standard,0.00
16551,17057,UPS,1Z9233031118967093,2026-02-10 07:45:48,2026-02-14 07:45:48,2026-02-14 07:45:48,Delivered,False,Standard,0.00
16552,17058,USPS,9400 4417 9408 9964,2026-02-15 02:13:33,2026-02-19 02:13:33,2026-02-19 02:13:33,Delivered,False,Standard,5.99
16553,17059,UPS,1Z5296617246037772,2026-02-17 03:50:47,2026-02-21 03:50:47,2026-02-21 03:50:47,Delivered,False,Standard,0.00
16554,17061,FedEx,31454 70205 89057,2026-03-08 10:21:44,2026-03-14 10:21:44,2026-03-13 10:21:44,Delivered,False,Standard,0.00
16555,17062,UPS,1Z2287685828491550,2026-03-11 10:45:18,2026-03-13 10:45:18,2026-03-13 10:45:18,Delivered,False,Two-Day,0.00
16556,17063,USPS,9400 2109 6372 3981,2026-03-15 23:41:03,2026-03-21 23:41:03,2026-03-20 23:41:03,Delivered,False,Standard,0.00
16557,17064,FedEx,44565 01954 43533,2026-03-17 17:39:41,2026-03-20 17:39:41,2026-03-19 17:39:41,Delivered,False,Standard,5.99
16558,17065,UPS,1Z6682217634447910,2026-03-19 04:38:46,2026-03-20 04:38:46,2026-03-20 04:38:46,Delivered,False,Next-Day,0.00
16559,17066,UPS,1Z2288194522423387,2026-04-03 11:10:45,2026-04-08 11:10:45,2026-04-08 11:10:45,Delivered,False,Standard,0.00
16560,17067,UPS,1Z1155657341036481,2026-04-12 21:08:44,2026-04-19 21:08:44,2026-04-19 21:08:44,Delivered,False,Standard,0.00
16561,17068,UPS,1Z3451696211729295,2026-04-15 11:24:44,2026-04-18 11:24:44,2026-04-18 11:24:44,Delivered,False,Standard,5.99
16562,17069,FedEx,55152 71990 71073,2026-04-21 15:52:01,2026-04-28 15:52:01,2026-04-27 15:52:01,Delivered,False,Standard,0.00
16563,17070,USPS,9400 1365 6495 7663,2026-04-27 12:03:25,2026-05-03 12:03:25,2026-05-03 12:03:25,Delivered,False,Standard,0.00
16564,17071,FedEx,82659 84485 16162,2026-04-27 22:26:54,2026-05-02 22:26:54,2026-05-01 22:26:54,Delivered,False,Standard,0.00
16565,17072,UPS,1Z9273306023934983,2026-05-02 23:28:54,2026-05-03 23:28:54,2026-05-02 23:28:54,Delivered,False,Next-Day,24.99
16566,17073,UPS,1Z4742833422991723,2026-05-12 18:59:39,2026-05-18 18:59:39,2026-05-17 18:59:39,Delivered,False,Standard,0.00
16567,17074,UPS,1Z1217898070949675,2026-05-14 17:20:18,2026-05-18 17:20:18,2026-05-17 17:20:18,Delivered,False,Standard,0.00
16568,17075,USPS,9400 1977 4866 3022,2026-05-22 09:21:39,2026-05-26 09:21:39,2026-05-25 09:21:39,Delivered,False,Standard,0.00
16569,17076,USPS,9400 5585 6100 7166,2026-05-25 12:56:28,2026-06-01 12:56:28,2026-05-31 12:56:28,Delivered,False,Standard,0.00
16570,17077,FedEx,75123 85363 85046,2026-06-01 08:01:45,2026-06-06 08:01:45,2026-06-05 08:01:45,Delivered,False,Standard,5.99
16571,17078,UPS,1Z6885491151531142,2026-06-14 06:40:25,2026-06-16 06:40:25,2026-06-16 06:40:25,Delivered,False,Two-Day,12.99
16572,17079,USPS,9400 8822 2721 7797,2026-06-25 17:08:26,2026-06-29 17:08:26,2026-06-29 17:08:26,Delivered,False,Standard,0.00
16573,17080,UPS,1Z9669592408281698,2026-07-06 17:04:51,2026-07-08 17:04:51,2026-07-07 17:04:51,Delivered,False,Two-Day,0.00
16574,17081,USPS,9400 8964 9258 1580,2026-07-21 08:32:51,2026-07-28 08:32:51,2026-07-28 08:32:51,Delivered,False,Standard,0.00
16575,17082,UPS,1Z7402843056419345,2026-07-24 20:58:54,2026-07-30 20:58:54,2026-07-30 20:58:54,Delivered,False,Standard,0.00
16576,17083,USPS,9400 3867 4416 1346,2026-08-23 13:46:44,2026-08-30 13:46:44,2026-08-30 13:46:44,Delivered,False,Standard,0.00
16577,17084,FedEx,75044 98278 10811,2026-08-31 21:57:58,2026-09-02 21:57:58,2026-09-02 21:57:58,Delivered,False,Two-Day,12.99
16578,17085,USPS,9400 4439 3947 2406,2026-09-06 18:39:34,2026-09-13 18:39:34,,Processing,False,Standard,5.99
16579,17086,FedEx,89211 64347 62279,2026-08-28 07:49:37,2026-08-30 07:49:37,2026-08-29 07:49:37,Delivered,False,Two-Day,12.99
16580,17087,USPS,9400 9829 3546 7830,2024-05-18 20:37:55,2024-05-23 20:37:55,2024-05-22 20:37:55,Delivered,False,Standard,0.00
16581,17088,FedEx,33670 76284 19259,2024-05-31 08:39:26,2024-06-02 08:39:26,2024-06-01 08:39:26,Delivered,False,Two-Day,0.00
16582,17089,UPS,1Z9014475097585975,2024-06-17 06:04:26,2024-06-20 06:04:26,2024-06-19 06:04:26,Delivered,False,Standard,0.00
16583,17090,USPS,9400 2018 7908 9922,2024-09-12 08:27:14,2024-09-17 08:27:14,2024-09-16 08:27:14,Delivered,False,Standard,5.99
16584,17091,USPS,9400 8855 1889 8304,2025-03-26 14:05:27,2025-03-29 14:05:27,2025-03-28 14:05:27,Delivered,False,Standard,0.00
16585,17092,USPS,9400 4451 9534 6084,2025-05-10 15:25:43,2025-05-13 15:25:43,2025-05-12 15:25:43,Delivered,False,Standard,0.00
16586,17093,USPS,9400 8569 4839 1152,2025-06-02 19:18:21,2025-06-08 19:18:21,2025-06-08 19:18:21,Delivered,False,Standard,0.00
16587,17094,FedEx,46324 98230 51247,2025-06-21 14:18:40,2025-06-23 14:18:40,2025-06-23 14:18:40,Delivered,False,Two-Day,0.00
16588,17095,USPS,9400 7822 6675 2705,2025-09-10 03:25:38,2025-09-14 03:25:38,2025-09-14 03:25:38,Delivered,False,Standard,0.00
16589,17096,USPS,9400 7528 4120 6275,2026-01-27 03:30:23,2026-02-03 03:30:23,2026-02-03 03:30:23,Delivered,False,Standard,5.99
16590,17097,UPS,1Z2366324625432031,2026-02-13 00:45:10,2026-02-15 00:45:10,2026-02-14 00:45:10,Delivered,False,Two-Day,0.00
16591,17098,UPS,1Z7864753740348638,2026-03-06 10:14:27,2026-03-13 10:14:27,2026-03-13 10:14:27,Delivered,False,Standard,5.99
16592,17099,USPS,9400 7689 9042 6767,2026-06-16 19:27:33,2026-06-21 19:27:33,2026-06-21 19:27:33,Delivered,False,Standard,0.00
16593,17100,USPS,9400 1675 1697 6291,2024-08-29 07:22:12,2024-09-05 07:22:12,2024-09-09 07:22:12,Delivered,True,Standard,0.00
16594,17101,UPS,1Z6586144391631027,2025-10-07 17:06:27,2025-10-09 17:06:27,2025-10-08 17:06:27,Delivered,False,Two-Day,0.00
16595,17102,UPS,1Z6627902471551126,2026-06-21 13:02:11,2026-06-26 13:02:11,2026-06-25 13:02:11,Delivered,False,Standard,0.00
16596,17103,USPS,9400 5984 3407 3268,2024-07-29 14:06:17,2024-08-02 14:06:17,2024-08-02 14:06:17,Delivered,False,Standard,5.99
16597,17104,USPS,9400 8764 7560 4321,2024-09-05 11:26:30,2024-09-09 11:26:30,2024-09-09 11:26:30,Delivered,False,Standard,0.00
16598,17105,UPS,1Z8655195416202779,2024-12-15 17:59:04,2024-12-17 17:59:04,2024-12-16 17:59:04,Delivered,False,Two-Day,0.00
16599,17106,FedEx,83392 22454 50092,2025-01-10 06:41:07,2025-01-11 06:41:07,2025-01-11 06:41:07,Delivered,False,Next-Day,0.00
16600,17107,FedEx,70227 54996 49862,2025-04-24 13:16:20,2025-05-01 13:16:20,2025-05-01 13:16:20,Delivered,False,Standard,0.00
16601,17108,USPS,9400 3018 7746 1545,2025-05-03 08:30:42,2025-05-09 08:30:42,2025-05-08 08:30:42,Delivered,False,Standard,0.00
16602,17109,USPS,9400 4123 4414 9789,2025-06-01 07:25:27,2025-06-04 07:25:27,2025-06-03 07:25:27,Delivered,False,Standard,0.00
16603,17110,FedEx,33227 61900 11112,2025-07-13 03:49:01,2025-07-14 03:49:01,2025-07-14 03:49:01,Delivered,False,Next-Day,0.00
16604,17111,UPS,1Z6476578451766275,2025-07-21 20:13:26,2025-07-27 20:13:26,2025-07-27 20:13:26,Delivered,False,Standard,0.00
16605,17112,FedEx,41033 02877 55198,2025-08-20 12:19:38,2025-08-26 12:19:38,2025-08-26 12:19:38,Delivered,False,Standard,0.00
16606,17113,USPS,9400 8788 9531 2789,2025-12-04 08:26:02,2025-12-11 08:26:02,2025-12-10 08:26:02,Delivered,False,Standard,5.99
16607,17114,UPS,1Z2529002495521756,2026-02-06 16:26:06,2026-02-09 16:26:06,2026-02-09 16:26:06,Delivered,False,Standard,5.99
16608,17115,USPS,9400 9925 9801 1579,2026-02-25 01:12:16,2026-03-01 01:12:16,2026-02-28 01:12:16,Delivered,False,Standard,0.00
16609,17116,FedEx,97546 86257 07717,2026-03-14 15:00:25,2026-03-21 15:00:25,2026-03-20 15:00:25,Delivered,False,Standard,0.00
16610,17117,FedEx,74227 61261 71170,2026-05-28 18:22:44,2026-06-04 18:22:44,2026-06-03 18:22:44,Delivered,False,Standard,0.00
16611,17118,FedEx,88105 97519 19168,2025-12-07 14:06:13,2025-12-09 14:06:13,2025-12-08 14:06:13,Delivered,False,Two-Day,0.00
16612,17119,USPS,9400 8951 3303 2284,2025-12-14 17:48:01,2025-12-19 17:48:01,2025-12-18 17:48:01,Delivered,False,Standard,5.99
16613,17120,UPS,1Z7493598308916105,2025-12-17 15:57:30,2025-12-21 15:57:30,2025-12-20 15:57:30,Delivered,False,Standard,0.00
16614,17121,UPS,1Z7160954865535588,2026-01-06 20:33:03,2026-01-10 20:33:03,2026-01-10 20:33:03,Delivered,False,Standard,0.00
16615,17122,UPS,1Z6984864738899700,2026-02-19 06:55:42,2026-02-25 06:55:42,2026-02-25 06:55:42,Delivered,False,Standard,0.00
16616,17123,UPS,1Z7233138548304256,2026-02-19 21:47:19,2026-02-20 21:47:19,2026-02-20 21:47:19,Delivered,False,Next-Day,24.99
16617,17124,UPS,1Z7845242969848894,2026-02-22 11:38:56,2026-02-25 11:38:56,2026-02-25 11:38:56,Delivered,False,Standard,0.00
16618,17125,USPS,9400 1490 5609 6508,2026-04-26 21:40:53,2026-04-29 21:40:53,2026-05-02 21:40:53,Delivered,True,Standard,0.00
16619,17126,UPS,1Z9400356734526981,2026-05-16 23:13:17,2026-05-18 23:13:17,2026-05-18 23:13:17,Delivered,False,Two-Day,12.99
16620,17127,USPS,9400 6900 4244 6541,2026-05-22 21:17:02,2026-05-28 21:17:02,2026-05-27 21:17:02,Delivered,False,Standard,0.00
16621,17128,USPS,9400 1969 8963 9928,2026-07-22 00:47:40,2026-07-29 00:47:40,2026-07-28 00:47:40,Delivered,False,Standard,0.00
16622,17129,UPS,1Z7965103300282340,2026-08-14 10:43:38,2026-08-17 10:43:38,2026-08-17 10:43:38,Delivered,False,Standard,5.99
16623,17130,USPS,9400 9851 2472 3972,2023-08-19 05:11:35,2023-08-23 05:11:35,2023-08-23 05:11:35,Delivered,False,Standard,0.00
16624,17131,UPS,1Z3132531235009837,2023-10-09 10:35:03,2023-10-11 10:35:03,2023-10-10 10:35:03,Delivered,False,Two-Day,0.00
16625,17132,UPS,1Z6963553095425690,2023-10-19 15:41:33,2023-10-24 15:41:33,2023-10-24 15:41:33,Delivered,False,Standard,0.00
16626,17133,FedEx,56931 51828 85293,2023-11-15 01:38:42,2023-11-20 01:38:42,2023-11-20 01:38:42,Delivered,False,Standard,5.99
16627,17134,UPS,1Z2734664154526990,2023-12-19 20:52:19,2023-12-23 20:52:19,2023-12-23 20:52:19,Delivered,False,Standard,0.00
16628,17135,USPS,9400 8335 3792 9657,2024-01-05 13:16:18,2024-01-08 13:16:18,2024-01-07 13:16:18,Delivered,False,Standard,0.00
16629,17136,UPS,1Z6388898049425846,2024-01-04 21:21:57,2024-01-06 21:21:57,2024-01-06 21:21:57,Delivered,False,Two-Day,0.00
16630,17137,USPS,9400 4864 5484 4907,2024-03-18 23:18:50,2024-03-21 23:18:50,2024-03-20 23:18:50,Delivered,False,Standard,5.99
16631,17138,UPS,1Z9945337552867881,2024-04-24 16:58:17,2024-04-26 16:58:17,2024-04-25 16:58:17,Delivered,False,Two-Day,0.00
16632,17139,UPS,1Z6395156991810999,2024-06-13 08:46:00,2024-06-15 08:46:00,2024-06-14 08:46:00,Delivered,False,Two-Day,0.00
16633,17140,USPS,9400 3540 5590 2524,2024-06-16 19:23:01,2024-06-21 19:23:01,2024-06-21 19:23:01,Delivered,False,Standard,0.00
16634,17141,FedEx,28889 86695 53509,2024-06-20 07:36:43,2024-06-22 07:36:43,2024-06-22 07:36:43,Delivered,False,Two-Day,0.00
16635,17142,FedEx,14436 36979 33399,2024-07-29 00:20:01,2024-07-31 00:20:01,2024-07-30 00:20:01,Delivered,False,Two-Day,0.00
16636,17143,FedEx,57651 67159 44520,2024-09-06 15:34:05,2024-09-11 15:34:05,2024-09-10 15:34:05,Delivered,False,Standard,0.00
16637,17144,USPS,9400 7034 9353 9121,2024-09-11 04:09:12,2024-09-17 04:09:12,2024-09-16 04:09:12,Delivered,False,Standard,0.00
16638,17145,UPS,1Z9269231927283571,2024-09-12 11:46:43,2024-09-14 11:46:43,2024-09-14 11:46:43,Delivered,False,Two-Day,0.00
16639,17146,UPS,1Z7170873636410843,2024-10-03 20:48:40,2024-10-05 20:48:40,2024-10-04 20:48:40,Delivered,False,Two-Day,0.00
16640,17147,FedEx,55467 91957 51159,2024-11-21 23:17:34,2024-11-26 23:17:34,2024-11-25 23:17:34,Delivered,False,Standard,0.00
16641,17148,USPS,9400 8622 8598 3720,2024-12-18 10:06:10,2024-12-22 10:06:10,2024-12-21 10:06:10,Delivered,False,Standard,5.99
16642,17149,USPS,9400 2464 3653 9762,2025-01-06 18:33:34,2025-01-12 18:33:34,2025-01-11 18:33:34,Delivered,False,Standard,0.00
16643,17150,FedEx,56882 17051 42889,2025-01-21 01:27:13,2025-01-23 01:27:13,2025-01-23 01:27:13,Delivered,False,Two-Day,12.99
16644,17151,UPS,1Z2178688147197032,2025-03-23 11:47:54,2025-03-25 11:47:54,2025-03-24 11:47:54,Delivered,False,Two-Day,0.00
16645,17153,FedEx,58698 17030 50590,2025-03-30 23:51:27,2025-04-04 23:51:27,2025-04-03 23:51:27,Delivered,False,Standard,0.00
16646,17154,FedEx,57798 98379 96416,2025-04-22 20:41:47,2025-04-24 20:41:47,2025-04-23 20:41:47,Delivered,False,Two-Day,0.00
16647,17155,USPS,9400 2264 6304 9517,2025-05-08 11:22:19,2025-05-11 11:22:19,2025-05-11 11:22:19,Delivered,False,Standard,0.00
16648,17156,FedEx,31272 12588 72062,2025-06-03 09:15:44,2025-06-05 09:15:44,2025-06-04 09:15:44,Delivered,False,Two-Day,12.99
16649,17157,USPS,9400 6865 1104 5086,2025-08-29 13:57:40,2025-09-01 13:57:40,2025-08-31 13:57:40,Delivered,False,Standard,0.00
16650,17158,UPS,1Z4813888429308919,2025-09-01 00:28:59,2025-09-04 00:28:59,2025-09-04 00:28:59,Delivered,False,Standard,5.99
16651,17159,FedEx,97846 99548 40465,2025-09-08 05:16:35,2025-09-12 05:16:35,2025-09-12 05:16:35,Delivered,False,Standard,5.99
16652,17160,USPS,9400 1973 4455 3180,2025-12-09 21:57:51,2025-12-13 21:57:51,2025-12-13 21:57:51,Delivered,False,Standard,0.00
16653,17161,USPS,9400 3897 4148 8890,2025-12-18 15:00:58,2025-12-25 15:00:58,2025-12-25 15:00:58,Delivered,False,Standard,5.99
16654,17162,USPS,9400 7167 6580 7687,2025-12-24 03:33:12,2025-12-27 03:33:12,2025-12-27 03:33:12,Delivered,False,Standard,0.00
16655,17163,UPS,1Z9772373564926021,2026-01-12 11:09:01,2026-01-14 11:09:01,2026-01-13 11:09:01,Delivered,False,Two-Day,12.99
16656,17164,FedEx,64065 39014 61875,2026-01-23 09:11:09,2026-01-28 09:11:09,2026-01-28 09:11:09,Delivered,False,Standard,0.00
