PaymentID,OrderID,PaymentAttempt,PaymentDateTime,PaymentMethod,PaymentAmount,PaymentStatus
14085,13299,1,2025-10-21 14:15:19,PayPal,87.91,Successful
14086,13300,1,2025-10-21 17:32:49,Debit Card,273.45,Successful
14087,13301,1,2025-12-08 09:52:52,Credit Card,438.33,Failed
14088,13301,2,2025-12-09 03:09:52,Apple Pay,438.33,Successful
14089,13302,1,2025-12-30 14:57:04,Debit Card,130.25,Successful
14090,13303,1,2026-01-03 05:56:10,Credit Card,133.54,Successful
14091,13304,1,2026-01-04 19:29:50,Credit Card,208.40,Successful
14092,13305,1,2026-01-12 12:19:50,Apple Pay,242.34,Successful
14093,13306,1,2026-01-31 19:43:51,Credit Card,124.95,Successful
14094,13307,1,2026-02-08 21:07:16,Apple Pay,270.19,Failed
14095,13307,2,2026-02-09 16:26:16,PayPal,270.19,Successful
14096,13308,1,2026-02-12 21:02:47,Credit Card,172.46,Successful
14097,13309,1,2026-02-23 11:35:55,Credit Card,238.15,Successful
14098,13310,1,2026-02-25 13:42:30,Credit Card,549.01,Failed
14099,13310,2,2026-02-26 07:39:30,Credit Card,549.01,Successful
14100,13311,1,2026-02-28 10:41:48,Credit Card,423.30,Successful
14101,13312,1,2026-02-28 20:04:23,Credit Card,38.08,Successful
14102,13313,1,2026-03-06 14:39:29,PayPal,251.95,Successful
14103,13314,1,2026-03-09 19:14:30,Debit Card,393.06,Successful
14104,13315,1,2026-03-19 12:00:17,Debit Card,138.13,Successful
14105,13316,1,2026-03-31 07:13:59,Debit Card,258.04,Successful
14106,13317,1,2026-05-06 11:02:21,Debit Card,186.24,Successful
14107,13318,1,2026-05-09 12:31:21,Credit Card,474.13,Successful
14108,13319,1,2026-05-29 21:49:50,PayPal,109.82,Successful
14109,13320,1,2026-05-30 23:37:24,Credit Card,762.95,Successful
14110,13321,1,2026-06-12 21:37:02,Credit Card,282.70,Failed
14111,13321,2,2026-06-13 17:44:02,Credit Card,282.70,Successful
14112,13322,1,2026-06-20 11:28:26,Credit Card,60.38,Successful
14113,13323,1,2026-06-30 19:18:27,Credit Card,284.38,Successful
14114,13324,1,2026-07-02 17:28:18,PayPal,391.76,Successful
14115,13325,1,2026-07-04 15:42:58,Debit Card,730.72,Successful
14116,13326,1,2026-07-06 10:05:27,Debit Card,586.19,Successful
14117,13327,1,2026-07-11 17:46:47,Credit Card,113.21,Failed
14118,13327,2,2026-07-12 02:20:47,Debit Card,113.21,Successful
14119,13328,1,2026-07-18 19:09:29,Apple Pay,91.54,Successful
14120,13329,1,2026-07-21 23:24:36,Apple Pay,173.20,Successful
14121,13330,1,2026-07-26 07:33:39,Debit Card,97.36,Successful
14122,13331,1,2026-08-09 11:11:40,Credit Card,174.21,Successful
14123,13332,1,2026-08-13 08:03:30,PayPal,73.84,Successful
14124,13333,1,2026-08-16 19:37:12,Credit Card,325.61,Successful
14125,13334,1,2026-08-30 16:35:23,Credit Card,113.36,Successful
14126,13335,1,2026-09-05 17:30:24,Credit Card,446.44,Successful
14127,13336,1,2025-06-17 21:57:33,Credit Card,801.85,Failed
14128,13336,2,2025-06-18 10:10:33,Credit Card,801.85,Failed
14129,13337,1,2025-09-25 20:44:04,Credit Card,214.06,Successful
14130,13338,1,2025-11-03 15:28:09,Credit Card,144.54,Successful
14131,13339,1,2026-01-04 07:48:00,Credit Card,395.37,Successful
14132,13340,1,2026-01-07 14:01:17,Credit Card,101.50,Successful
14133,13341,1,2026-02-26 08:48:02,Credit Card,202.18,Successful
14134,13342,1,2026-05-19 10:19:37,PayPal,49.68,Successful
14135,13343,1,2026-05-26 17:54:53,Debit Card,37.71,Successful
14136,13344,1,2026-06-25 09:22:52,Credit Card,362.91,Successful
14137,13345,1,2023-11-08 18:01:49,Credit Card,83.51,Successful
14138,13346,1,2024-11-03 04:24:47,Credit Card,505.14,Successful
14139,13347,1,2025-05-10 11:01:22,Credit Card,112.63,Successful
14140,13348,1,2026-09-02 08:46:18,Credit Card,590.60,Successful
14141,13349,1,2025-11-23 04:38:25,Apple Pay,149.22,Successful
14142,13350,1,2025-12-08 15:33:42,PayPal,431.86,Successful
14143,13351,1,2026-01-14 21:01:43,Credit Card,193.50,Successful
14144,13352,1,2026-04-10 21:11:56,Credit Card,124.95,Successful
14145,13353,1,2026-06-05 10:28:58,Credit Card,187.96,Successful
14146,13354,1,2026-07-18 11:17:20,Debit Card,239.11,Successful
14147,13355,1,2025-11-06 17:02:24,Credit Card,269.78,Successful
14148,13356,1,2026-01-22 15:28:28,Debit Card,83.92,Successful
14149,13357,1,2026-01-25 01:30:23,Apple Pay,76.49,Successful
14150,13358,1,2026-01-30 21:43:11,Credit Card,543.98,Successful
14151,13359,1,2026-02-10 08:21:54,Credit Card,127.52,Successful
14152,13360,1,2026-03-17 13:14:01,Debit Card,391.95,Successful
14153,13361,1,2026-05-19 07:44:35,Credit Card,266.99,Successful
14154,13362,1,2026-05-28 12:06:24,Apple Pay,242.10,Successful
14155,13363,1,2026-06-18 11:19:35,Credit Card,273.60,Successful
14156,13364,1,2025-12-28 20:13:59,Debit Card,120.42,Successful
14157,13365,1,2026-01-27 01:53:08,Debit Card,214.68,Successful
14158,13366,1,2024-08-17 22:36:22,Credit Card,220.72,Successful
14159,13367,1,2024-12-17 18:05:54,Debit Card,220.22,Failed
14160,13367,2,2024-12-18 03:37:54,Debit Card,220.22,Successful
14161,13368,1,2025-01-15 23:50:21,Debit Card,493.39,Successful
14162,13369,1,2025-04-15 19:52:38,Credit Card,139.47,Successful
14163,13370,1,2025-07-29 08:09:17,Credit Card,113.37,Successful
14164,13371,1,2025-08-24 11:21:45,Debit Card,280.46,Successful
14165,13372,1,2025-11-23 11:53:42,Credit Card,118.57,Successful
14166,13373,1,2026-02-09 18:36:46,Credit Card,141.48,Successful
14167,13374,1,2026-02-23 11:01:37,Credit Card,150.04,Successful
14168,13375,1,2026-05-27 21:01:17,Debit Card,307.27,Successful
14169,13376,1,2026-05-27 20:58:17,Credit Card,194.24,Successful
14170,13377,1,2026-06-06 19:04:28,Credit Card,104.39,Successful
14171,13378,1,2026-08-23 20:42:32,Credit Card,325.46,Successful
14172,13379,1,2026-09-02 13:22:42,Debit Card,205.02,Successful
14173,13380,1,2024-05-30 15:40:17,Credit Card,483.64,Successful
14174,13381,1,2024-09-27 08:30:48,Credit Card,118.72,Successful
14175,13382,1,2025-09-22 19:13:33,PayPal,334.26,Successful
14176,13383,1,2025-12-31 18:31:22,Credit Card,110.24,Successful
14177,13384,1,2026-03-06 07:39:27,Credit Card,145.85,Successful
14178,13385,1,2026-08-12 13:49:54,Credit Card,174.63,Successful
14179,13386,1,2025-11-08 20:20:00,Credit Card,581.56,Successful
14180,13387,1,2025-11-27 07:11:00,Apple Pay,306.37,Successful
14181,13388,1,2026-05-03 12:34:32,Credit Card,199.68,Successful
14182,13389,1,2026-05-08 14:56:41,Credit Card,42.06,Successful
14183,13390,1,2024-04-17 14:02:34,Credit Card,346.98,Successful
14184,13391,1,2024-09-11 22:34:20,Credit Card,330.28,Successful
14185,13392,1,2024-12-05 21:58:42,Credit Card,189.24,Successful
14186,13393,1,2025-01-24 22:06:12,Apple Pay,63.71,Successful
14187,13394,1,2025-03-26 14:33:14,Credit Card,109.88,Successful
14188,13395,1,2025-04-25 13:14:23,Credit Card,144.17,Successful
14189,13396,1,2025-05-18 21:00:36,Debit Card,236.65,Successful
14190,13397,1,2025-06-11 15:07:21,Debit Card,300.60,Successful
14191,13398,1,2025-07-07 15:24:46,PayPal,205.02,Successful
14192,13399,1,2025-09-15 14:11:31,Debit Card,267.19,Successful
14193,13400,1,2025-12-15 13:36:02,Credit Card,126.26,Successful
14194,13401,1,2026-01-07 20:42:40,Credit Card,184.68,Successful
14195,13402,1,2026-02-06 11:04:17,Debit Card,305.01,Successful
14196,13403,1,2026-02-09 15:40:41,Credit Card,451.91,Successful
14197,13404,1,2026-02-15 17:10:45,Credit Card,629.02,Successful
14198,13405,1,2026-06-02 06:16:20,Credit Card,482.48,Successful
14199,13406,1,2026-08-06 18:40:01,Apple Pay,117.37,Successful
14200,13407,1,2023-04-30 19:18:11,Apple Pay,284.92,Successful
14201,13408,1,2023-05-09 21:14:46,Credit Card,308.48,Successful
14202,13409,1,2023-06-06 12:25:00,PayPal,227.31,Successful
14203,13410,1,2023-06-30 09:37:05,Credit Card,114.25,Successful
14204,13411,1,2024-02-28 18:32:10,Credit Card,52.65,Successful
14205,13412,1,2024-07-25 13:37:41,Credit Card,444.85,Successful
14206,13413,1,2024-07-29 16:38:50,Credit Card,286.94,Successful
14207,13414,1,2024-08-30 13:06:22,Credit Card,190.79,Successful
14208,13415,1,2024-09-09 15:43:42,Credit Card,493.43,Failed
14209,13415,2,2024-09-09 20:03:42,PayPal,493.43,Successful
14210,13416,1,2024-09-16 20:53:13,Credit Card,49.55,Successful
14211,13417,1,2024-10-26 14:10:58,Credit Card,192.85,Successful
14212,13418,1,2025-02-06 14:16:57,Debit Card,148.91,Successful
14213,13419,1,2025-06-01 20:36:04,Credit Card,193.50,Successful
14214,13420,1,2025-08-17 03:02:24,Google Pay,554.58,Successful
14215,13421,1,2025-12-25 17:01:00,Credit Card,112.63,Successful
14216,13422,1,2026-01-25 18:58:08,Credit Card,601.48,Successful
14217,13423,1,2026-01-31 08:37:22,Credit Card,429.61,Successful
14218,13424,1,2026-02-10 16:34:21,Credit Card,587.84,Successful
14219,13425,1,2026-03-12 18:35:59,Google Pay,193.74,Successful
14220,13426,1,2026-04-14 11:59:46,Apple Pay,180.83,Successful
14221,13427,1,2026-05-11 18:01:47,Debit Card,227.03,Failed
14222,13427,2,2026-05-12 02:17:47,Debit Card,227.03,Successful
14223,13428,1,2026-06-17 14:42:48,Debit Card,45.16,Successful
14224,13429,1,2026-09-05 17:43:09,Credit Card,159.42,Successful
14225,13430,1,2023-05-19 19:30:38,Credit Card,354.68,Successful
14226,13431,1,2023-06-15 12:36:01,Debit Card,275.27,Failed
14227,13432,1,2023-10-26 19:37:49,Google Pay,301.75,Successful
14228,13433,1,2024-04-28 09:20:28,Apple Pay,118.72,Successful
14229,13434,1,2024-08-24 11:58:32,PayPal,205.02,Successful
14230,13435,1,2024-10-03 14:02:40,Credit Card,43.74,Successful
14231,13436,1,2024-12-05 18:31:27,Credit Card,843.92,Successful
14232,13437,1,2025-01-13 17:06:01,Credit Card,364.63,Successful
14233,13438,1,2025-04-24 17:20:03,Credit Card,47.34,Successful
14234,13439,1,2025-05-16 17:03:03,Credit Card,149.22,Successful
14235,13440,1,2025-08-30 04:50:21,Credit Card,114.25,Successful
14236,13441,1,2025-11-09 21:46:25,Credit Card,249.79,Failed
14237,13441,2,2025-11-10 04:41:25,Credit Card,249.79,Successful
14238,13442,1,2025-11-25 17:50:30,PayPal,91.54,Successful
14239,13443,1,2025-12-26 09:22:44,Credit Card,169.85,Successful
14240,13444,1,2026-05-02 19:24:03,Credit Card,274.96,Successful
14241,13445,1,2026-05-29 19:52:19,Credit Card,107.51,Successful
14242,13446,1,2026-06-25 13:32:45,PayPal,802.39,Successful
14243,13447,1,2026-07-19 17:27:00,Credit Card,554.25,Successful
14244,13448,1,2026-08-31 07:50:07,Credit Card,485.36,Successful
14245,13449,1,2026-09-01 20:49:37,Debit Card,482.12,Successful
14246,13450,1,2024-08-07 20:11:57,Debit Card,227.03,Successful
14247,13451,1,2024-08-11 18:26:04,Credit Card,41.29,Successful
14248,13452,1,2024-10-18 18:50:42,Credit Card,253.41,Successful
14249,13453,1,2024-11-01 09:58:20,PayPal,102.98,Successful
14250,13454,1,2025-02-08 18:39:28,Apple Pay,173.44,Successful
14251,13455,1,2025-03-05 16:16:01,Credit Card,126.32,Successful
14252,13456,1,2025-03-08 19:36:53,Apple Pay,197.17,Successful
14253,13457,1,2025-06-15 11:05:24,PayPal,403.68,Successful
14254,13458,1,2025-08-05 20:17:08,PayPal,566.27,Failed
14255,13458,2,2025-08-06 00:05:08,PayPal,566.27,Successful
14256,13459,1,2025-08-29 21:13:16,Apple Pay,49.17,Successful
14257,13460,1,2025-10-07 09:44:01,Apple Pay,205.95,Successful
14258,13461,1,2025-12-22 17:47:40,Debit Card,134.79,Successful
14259,13462,1,2026-01-15 21:24:23,Credit Card,271.68,Successful
14260,13463,1,2026-01-27 19:15:33,Credit Card,424.89,Successful
14261,13464,1,2026-04-30 19:49:47,Credit Card,354.54,Successful
14262,13465,1,2026-06-18 01:52:37,Credit Card,110.93,Successful
14263,13466,1,2026-08-05 09:04:27,Credit Card,577.09,Successful
14264,13467,1,2026-08-13 11:49:20,Credit Card,358.36,Successful
14265,13468,1,2026-09-01 18:26:59,Debit Card,240.82,Successful
14266,13469,1,2026-02-19 16:55:09,Debit Card,236.93,Successful
14267,13470,1,2026-03-26 15:20:13,Debit Card,415.96,Successful
14268,13471,1,2026-05-01 15:33:40,Credit Card,91.37,Successful
14269,13472,1,2026-05-22 18:11:45,Credit Card,117.71,Successful
14270,13473,1,2026-06-12 13:46:46,Credit Card,174.63,Successful
14271,13474,1,2026-06-29 16:50:00,PayPal,402.79,Successful
14272,13475,1,2026-08-30 09:19:45,PayPal,521.99,Successful
14273,13476,1,2025-12-12 19:33:08,Credit Card,155.33,Successful
14274,13477,1,2026-03-25 20:46:21,Debit Card,136.17,Successful
14275,13478,1,2026-04-05 15:05:10,Credit Card,405.66,Successful
14276,13479,1,2026-04-21 07:41:54,Apple Pay,373.33,Successful
14277,13480,1,2026-04-26 07:03:41,Credit Card,120.42,Successful
14278,13481,1,2026-06-14 23:35:16,Credit Card,121.46,Successful
14279,13482,1,2026-08-22 21:58:41,Credit Card,484.85,Successful
14280,13483,1,2024-05-19 12:49:58,Credit Card,282.70,Successful
14281,13484,1,2024-08-31 14:23:43,Credit Card,476.98,Successful
14282,13485,1,2024-10-14 03:43:37,Credit Card,151.03,Successful
14283,13486,1,2024-12-09 19:58:03,Credit Card,75.42,Successful
14284,13487,1,2025-01-12 17:22:45,Credit Card,321.59,Successful
14285,13488,1,2025-02-03 17:30:53,Apple Pay,123.50,Successful
14286,13489,1,2025-04-13 13:56:54,Debit Card,97.36,Successful
14287,13490,1,2025-04-14 19:05:12,Debit Card,92.44,Successful
14288,13491,1,2025-12-17 17:12:28,Credit Card,51.23,Successful
14289,13492,1,2026-01-06 11:19:01,Debit Card,137.25,Successful
14290,13493,1,2026-01-30 13:20:35,Debit Card,251.30,Successful
14291,13494,1,2026-02-03 16:54:10,Credit Card,144.23,Successful
14292,13495,1,2026-07-01 18:04:53,PayPal,50.62,Successful
14293,13496,1,2026-07-14 11:05:49,Credit Card,229.88,Successful
14294,13497,1,2026-08-26 05:08:49,Debit Card,268.41,Successful
14295,13498,1,2025-08-05 17:10:05,Apple Pay,227.03,Successful
14296,13499,1,2026-07-31 20:07:06,PayPal,635.37,Successful
14297,13500,1,2026-08-18 23:45:33,Debit Card,97.96,Failed
14298,13501,1,2026-07-05 09:28:16,Credit Card,92.19,Successful
14299,13502,1,2024-11-04 20:54:51,Apple Pay,529.75,Successful
14300,13503,1,2024-11-08 20:50:02,Credit Card,296.40,Successful
14301,13504,1,2025-05-08 18:19:15,Credit Card,220.22,Successful
14302,13505,1,2025-10-15 16:23:37,Credit Card,188.15,Successful
14303,13506,1,2026-01-26 22:47:22,Debit Card,87.29,Successful
14304,13507,1,2026-06-12 11:34:02,Credit Card,63.71,Successful
14305,13508,1,2026-08-10 21:06:37,PayPal,171.45,Successful
14306,13509,1,2024-12-18 22:17:03,PayPal,197.16,Successful
14307,13510,1,2025-05-05 10:28:17,PayPal,218.54,Successful
14308,13511,1,2025-10-09 15:28:18,Credit Card,205.07,Successful
14309,13512,1,2026-04-26 15:05:25,Credit Card,534.00,Successful
14310,13513,1,2025-12-15 14:45:51,Credit Card,25.67,Failed
14311,13513,2,2025-12-16 01:14:51,Credit Card,25.67,Successful
14312,13514,1,2026-05-25 09:27:59,Credit Card,192.36,Successful
14313,13515,1,2026-08-19 20:59:07,Debit Card,356.92,Successful
14314,13516,1,2026-06-28 15:17:24,Credit Card,144.54,Successful
14315,13517,1,2024-01-30 07:00:17,PayPal,141.48,Successful
14316,13518,1,2024-04-13 22:53:45,Debit Card,472.20,Successful
14317,13519,1,2024-04-26 21:46:50,Credit Card,203.71,Successful
14318,13520,1,2024-07-19 00:32:46,Credit Card,110.20,Successful
14319,13521,1,2024-07-22 17:41:36,Credit Card,84.98,Successful
14320,13522,1,2024-09-29 06:30:54,Credit Card,100.30,Successful
14321,13523,1,2024-10-15 19:39:04,Apple Pay,357.96,Successful
14322,13524,1,2024-10-19 07:39:12,Credit Card,282.70,Successful
14323,13525,1,2024-11-23 08:41:46,Apple Pay,51.88,Successful
14324,13526,1,2024-12-13 19:35:38,Credit Card,90.47,Successful
14325,13527,1,2025-01-08 16:51:29,Credit Card,162.95,Successful
14326,13528,1,2025-02-17 17:58:28,Apple Pay,34.57,Successful
14327,13529,1,2025-03-18 10:44:39,Credit Card,514.70,Successful
14328,13530,1,2025-04-04 18:12:50,Debit Card,555.77,Successful
14329,13531,1,2025-05-14 22:40:13,Credit Card,227.03,Successful
14330,13532,1,2025-05-22 14:50:30,Credit Card,136.68,Successful
14331,13533,1,2025-06-10 20:07:37,Google Pay,292.20,Successful
14332,13534,1,2025-06-22 19:49:01,Credit Card,282.70,Successful
14333,13535,1,2025-07-03 14:58:40,Credit Card,240.82,Successful
14334,13536,1,2025-07-28 08:10:19,Apple Pay,978.19,Failed
14335,13536,2,2025-07-28 11:03:19,Apple Pay,978.19,Successful
14336,13537,1,2025-08-27 17:29:21,Credit Card,129.82,Successful
14337,13538,1,2025-09-07 20:15:55,Credit Card,290.58,Successful
14338,13539,1,2025-12-19 19:44:49,Credit Card,554.70,Successful
14339,13540,1,2026-01-07 13:12:27,Debit Card,412.10,Successful
14340,13541,1,2026-02-03 07:14:14,Debit Card,363.65,Successful
14341,13542,1,2026-02-13 11:27:35,Credit Card,160.13,Successful
14342,13543,1,2026-04-21 14:39:01,PayPal,569.98,Successful
14343,13544,1,2026-05-04 21:39:12,Credit Card,184.34,Failed
14344,13544,2,2026-05-05 11:53:12,Credit Card,184.34,Failed
14345,13545,1,2026-05-21 17:07:50,PayPal,49.17,Successful
14346,13546,1,2026-07-06 20:40:18,Debit Card,144.57,Successful
14347,13547,1,2026-07-31 18:42:29,Credit Card,142.22,Successful
14348,13548,1,2026-08-06 22:08:59,Credit Card,169.85,Successful
14349,13549,1,2026-08-15 17:41:38,Credit Card,139.47,Successful
14350,13550,1,2026-08-27 12:57:42,PayPal,192.21,Successful
14351,13551,1,2026-09-02 16:33:39,Credit Card,115.40,Successful
14352,13552,1,2024-12-04 13:59:57,Credit Card,272.74,Successful
14353,13553,1,2025-01-03 15:34:39,Apple Pay,333.14,Successful
14354,13554,1,2025-01-11 16:37:53,Debit Card,89.87,Successful
14355,13555,1,2025-01-24 16:39:42,Apple Pay,80.67,Successful
14356,13556,1,2025-04-18 09:14:35,Credit Card,370.34,Successful
14357,13557,1,2025-07-03 02:26:42,Credit Card,381.63,Successful
14358,13558,1,2025-08-22 21:56:42,Apple Pay,463.02,Failed
14359,13559,1,2025-08-23 16:14:08,Apple Pay,78.65,Successful
14360,13560,1,2025-08-23 11:12:13,Google Pay,242.10,Successful
14361,13561,1,2026-01-07 18:32:00,Credit Card,428.12,Successful
14362,13562,1,2026-04-25 10:04:06,Credit Card,131.71,Successful
14363,13563,1,2026-05-19 14:34:02,Debit Card,247.11,Successful
14364,13564,1,2026-06-19 19:05:41,Credit Card,222.43,Successful
14365,13565,1,2026-07-03 22:30:39,Credit Card,53.64,Successful
14366,13566,1,2026-07-25 20:34:00,Credit Card,139.70,Successful
14367,13567,1,2025-06-26 22:31:20,Debit Card,531.22,Successful
14368,13568,1,2025-07-14 11:45:00,Google Pay,53.92,Successful
14369,13569,1,2025-09-08 23:00:11,Credit Card,158.37,Successful
14370,13570,1,2025-11-13 21:32:28,PayPal,132.81,Successful
14371,13571,1,2025-12-15 17:10:25,Credit Card,463.77,Successful
14372,13572,1,2025-12-23 19:05:38,Credit Card,42.06,Successful
14373,13573,1,2025-12-27 20:02:22,Apple Pay,279.37,Successful
14374,13574,1,2026-01-09 08:28:06,Credit Card,658.04,Successful
14375,13575,1,2026-01-10 15:51:36,Debit Card,91.37,Successful
14376,13576,1,2026-01-12 17:20:28,Credit Card,120.42,Successful
14377,13577,1,2026-01-20 09:26:44,Credit Card,590.48,Successful
14378,13578,1,2026-01-28 17:53:30,PayPal,335.70,Successful
14379,13579,1,2026-03-18 23:01:31,Debit Card,127.84,Successful
14380,13580,1,2026-03-24 13:05:22,PayPal,279.91,Successful
14381,13581,1,2026-03-31 06:18:40,Credit Card,240.82,Successful
14382,13582,1,2026-04-23 12:02:17,Credit Card,192.21,Failed
14383,13582,2,2026-04-24 00:25:17,Credit Card,192.21,Successful
14384,13583,1,2026-04-24 11:33:19,Credit Card,390.09,Failed
14385,13583,2,2026-04-24 18:01:19,Credit Card,390.09,Failed
14386,13584,1,2026-04-26 17:11:34,Credit Card,462.14,Successful
14387,13585,1,2026-05-13 12:55:39,PayPal,224.91,Successful
14388,13586,1,2026-06-16 21:58:07,Credit Card,456.50,Successful
14389,13587,1,2026-06-23 07:01:20,Apple Pay,494.98,Successful
14390,13588,1,2026-07-27 19:19:15,Credit Card,133.42,Failed
14391,13588,2,2026-07-28 02:46:15,Google Pay,133.42,Successful
14392,13589,1,2026-08-09 06:34:35,Credit Card,573.34,Successful
14393,13590,1,2026-08-19 22:30:51,Credit Card,412.30,Successful
14394,13591,1,2026-09-01 12:39:46,PayPal,138.54,Successful
14395,13592,1,2025-10-05 18:39:03,PayPal,145.37,Failed
14396,13592,2,2025-10-06 16:59:03,PayPal,145.37,Successful
14397,13593,1,2026-02-14 11:31:45,Credit Card,201.09,Successful
14398,13594,1,2026-08-04 09:46:14,Debit Card,37.86,Successful
14399,13595,1,2025-10-20 14:22:42,Google Pay,323.46,Successful
14400,13596,1,2025-11-05 18:09:54,Credit Card,303.27,Successful
14401,13597,1,2025-12-30 12:59:32,Credit Card,194.41,Successful
14402,13598,1,2026-03-21 14:39:06,Debit Card,524.50,Successful
14403,13599,1,2026-04-28 18:29:22,Credit Card,460.56,Successful
14404,13600,1,2026-07-19 12:51:17,Credit Card,435.43,Successful
14405,13601,1,2026-07-26 11:23:57,Credit Card,95.38,Successful
14406,13602,1,2026-08-10 00:42:11,PayPal,29.83,Successful
14407,13603,1,2026-06-03 19:51:48,PayPal,33.77,Successful
14408,13604,1,2026-07-05 10:48:38,Credit Card,199.60,Successful
14409,13605,1,2025-09-06 13:43:18,Debit Card,387.91,Successful
14410,13606,1,2025-09-15 14:54:51,PayPal,505.99,Successful
14411,13607,1,2025-12-26 14:19:46,Credit Card,823.95,Successful
14412,13608,1,2026-01-03 10:25:09,Credit Card,29.83,Failed
14413,13608,2,2026-01-03 17:17:09,Credit Card,29.83,Failed
14414,13609,1,2026-02-05 18:16:42,Credit Card,360.24,Successful
14415,13610,1,2026-02-17 21:01:27,PayPal,135.60,Successful
14416,13611,1,2026-04-19 18:39:01,Credit Card,245.48,Successful
14417,13612,1,2024-12-09 15:06:30,Credit Card,241.50,Successful
14418,13613,1,2025-01-17 16:24:45,Credit Card,84.95,Successful
14419,13614,1,2025-05-15 20:57:29,Credit Card,83.92,Successful
14420,13615,1,2026-05-09 11:23:26,Debit Card,279.26,Successful
14421,13616,1,2026-05-20 17:09:59,Credit Card,455.00,Successful
14422,13617,1,2023-03-04 09:09:17,Apple Pay,232.71,Successful
14423,13618,1,2023-03-29 01:36:51,Credit Card,100.95,Successful
14424,13619,1,2023-07-25 17:14:08,PayPal,709.89,Successful
14425,13620,1,2023-10-02 19:34:30,PayPal,151.68,Successful
14426,13621,1,2023-11-09 10:24:03,Apple Pay,90.47,Successful
14427,13622,1,2023-12-05 19:35:50,Credit Card,205.07,Successful
14428,13623,1,2024-01-11 19:05:53,PayPal,239.31,Successful
14429,13624,1,2024-04-24 20:37:51,Credit Card,248.45,Successful
14430,13625,1,2024-12-12 16:46:44,Debit Card,449.61,Successful
14431,13626,1,2024-12-17 10:41:07,Credit Card,78.65,Successful
14432,13627,1,2025-03-26 21:17:19,Apple Pay,242.34,Failed
14433,13627,2,2025-03-26 23:07:19,PayPal,242.34,Failed
14434,13628,1,2025-06-03 20:52:20,Debit Card,31.02,Successful
14435,13629,1,2025-08-08 20:58:02,PayPal,468.48,Successful
14436,13630,1,2025-09-16 19:43:06,Google Pay,291.33,Successful
14437,13631,1,2025-11-24 18:28:34,Credit Card,205.02,Successful
14438,13632,1,2025-12-16 08:58:12,Credit Card,458.31,Successful
14439,13633,1,2026-03-26 21:15:42,Credit Card,629.93,Successful
14440,13634,1,2026-03-26 15:38:15,Credit Card,481.36,Successful
14441,13635,1,2026-05-05 13:10:51,PayPal,537.73,Successful
14442,13636,1,2026-05-16 07:55:13,PayPal,72.64,Successful
14443,13637,1,2026-06-06 20:39:24,Debit Card,199.22,Successful
14444,13638,1,2024-04-05 06:03:22,Credit Card,175.11,Successful
14445,13639,1,2024-05-26 20:23:52,Credit Card,138.98,Successful
14446,13640,1,2024-08-10 20:09:46,Credit Card,415.05,Successful
14447,13641,1,2024-09-02 21:01:47,Debit Card,302.32,Successful
14448,13642,1,2025-02-21 15:53:01,Credit Card,124.95,Successful
14449,13643,1,2025-03-27 11:25:11,Credit Card,242.44,Successful
14450,13644,1,2025-06-03 21:35:27,Credit Card,97.36,Successful
14451,13645,1,2025-07-05 15:37:44,PayPal,125.96,Successful
14452,13646,1,2025-08-23 17:18:49,Google Pay,202.18,Successful
14453,13647,1,2026-02-20 22:53:29,Credit Card,137.70,Successful
14454,13648,1,2026-05-19 10:05:20,Credit Card,552.03,Successful
14455,13649,1,2026-06-08 14:25:11,Debit Card,140.62,Successful
14456,13650,1,2026-07-27 20:13:28,Google Pay,386.91,Successful
14457,13651,1,2025-12-02 19:11:03,PayPal,271.42,Failed
14458,13651,2,2025-12-03 02:49:03,PayPal,271.42,Successful
14459,13652,1,2026-05-16 17:32:36,Credit Card,491.12,Successful
14460,13653,1,2023-06-12 18:23:19,Google Pay,355.75,Successful
14461,13654,1,2023-06-17 04:30:46,Credit Card,271.68,Successful
14462,13655,1,2023-07-15 13:50:59,Credit Card,607.74,Successful
14463,13656,1,2023-07-17 21:21:57,Credit Card,369.51,Successful
14464,13657,1,2023-07-20 06:39:12,Apple Pay,273.22,Successful
14465,13658,1,2023-07-25 10:46:20,Debit Card,124.95,Successful
14466,13659,1,2023-07-27 12:39:05,Apple Pay,429.75,Successful
14467,13660,1,2023-08-31 15:19:53,Apple Pay,523.59,Successful
14468,13661,1,2023-09-02 21:46:12,Credit Card,178.51,Successful
14469,13662,1,2023-09-07 19:00:26,Debit Card,117.42,Successful
14470,13663,1,2023-09-12 09:38:38,Debit Card,199.94,Successful
14471,13664,1,2023-09-28 11:38:07,Apple Pay,270.66,Successful
14472,13665,1,2023-10-01 20:20:41,Credit Card,470.43,Successful
14473,13666,1,2023-10-07 13:35:24,Credit Card,356.59,Failed
14474,13666,2,2023-10-07 13:37:24,Credit Card,356.59,Failed
14475,13667,1,2023-10-13 18:41:15,PayPal,485.46,Successful
14476,13668,1,2023-10-19 04:35:27,Credit Card,73.84,Successful
14477,13669,1,2023-10-27 19:42:25,Credit Card,124.49,Successful
14478,13670,1,2023-11-12 19:55:42,Credit Card,124.26,Successful
14479,13671,1,2023-12-18 19:35:36,Credit Card,270.66,Successful
14480,13672,1,2023-12-18 16:53:06,Credit Card,301.75,Successful
14481,13673,1,2023-12-27 19:15:12,PayPal,532.23,Successful
14482,13674,1,2024-01-13 17:02:26,PayPal,224.27,Successful
