OrderID,CustomerID,OrderDateTime,Subtotal,DiscountRate,DiscountAmount,ShippingMethod,Shipping,Tax,Total
24890,1627,2026-05-18 22:38:57,468.81,0.10,46.88,Standard,0.00,29.54,451.47
24891,1627,2026-06-04 20:39:50,189.10,0.05,9.46,Standard,0.00,12.57,192.21
24892,1627,2026-06-19 19:19:27,373.63,0.10,37.36,Two-Day,0.00,23.54,359.81
24893,1627,2026-07-14 19:18:23,126.24,0.05,6.31,Standard,5.99,8.81,134.73
24894,1627,2026-07-14 13:55:05,338.14,0.10,33.81,Standard,0.00,21.30,325.63
24895,1627,2026-07-18 15:51:11,196.20,0.05,9.81,Next-Day,0.00,13.05,199.44
24896,1627,2026-07-22 08:24:46,36.22,0.00,0.00,Standard,5.99,2.95,45.16
24897,1627,2026-08-06 16:59:04,436.34,0.20,87.27,Standard,0.00,24.43,373.50
24898,1627,2026-08-10 18:47:06,190.36,0.20,38.07,Standard,0.00,10.66,162.95
24899,1627,2026-08-16 20:32:42,311.08,0.10,31.11,Standard,0.00,19.60,299.57
24900,1627,2026-08-22 17:42:40,734.41,0.15,110.16,Two-Day,0.00,43.70,667.95
24901,1627,2026-08-24 14:32:18,344.75,0.10,34.48,Standard,0.00,21.72,331.99
24902,1628,2024-12-27 11:57:37,124.35,0.05,6.22,Standard,5.99,8.69,132.81
24903,1628,2025-01-08 19:48:10,190.36,0.05,9.52,Standard,0.00,12.66,193.50
24904,1628,2025-01-13 17:36:33,605.69,0.15,90.85,Standard,0.00,36.04,550.88
24905,1628,2025-02-10 01:49:15,393.40,0.10,39.34,Standard,0.00,24.78,378.84
24906,1628,2025-03-29 15:29:05,490.05,0.10,49.01,Two-Day,0.00,30.87,471.91
24907,1628,2025-03-30 19:01:52,181.35,0.10,18.14,Standard,0.00,11.42,174.63
24908,1628,2025-03-31 20:07:40,513.38,0.15,77.01,Standard,0.00,30.55,466.92
24909,1628,2025-09-25 10:14:26,468.57,0.10,46.86,Two-Day,0.00,29.52,451.23
24910,1628,2026-01-27 16:47:47,570.91,0.15,85.64,Standard,0.00,33.97,519.24
24911,1628,2026-02-24 17:39:37,708.08,0.15,106.21,Standard,0.00,42.13,644.00
24912,1628,2026-05-22 11:07:14,385.01,0.10,38.50,Standard,0.00,24.26,370.77
24913,1628,2026-05-25 16:17:33,223.35,0.20,44.67,Standard,0.00,12.51,191.19
24914,1628,2026-07-06 16:10:28,155.80,0.20,31.16,Standard,5.99,9.14,139.77
24915,1629,2025-04-29 14:07:43,453.36,0.10,45.34,Standard,0.00,28.56,436.58
24916,1629,2025-07-26 12:02:01,562.39,0.15,84.36,Two-Day,0.00,33.46,511.49
24917,1629,2025-11-08 18:24:29,140.42,0.05,7.02,Standard,0.00,9.34,142.74
24918,1629,2025-12-10 17:07:20,400.09,0.10,40.01,Standard,0.00,25.21,385.29
24919,1629,2026-02-07 17:35:01,524.86,0.15,78.73,Standard,0.00,31.23,477.36
24920,1629,2026-02-20 16:33:43,226.16,0.05,11.31,Two-Day,0.00,15.04,229.89
24921,1629,2026-03-03 12:17:41,158.16,0.05,7.91,Standard,0.00,10.52,160.77
24922,1629,2026-03-15 14:28:25,251.66,0.10,25.17,Standard,0.00,15.85,242.34
24923,1629,2026-05-15 11:44:10,460.67,0.10,46.07,Standard,0.00,29.02,443.62
24924,1629,2026-06-03 17:20:34,219.70,0.05,10.99,Standard,0.00,14.61,223.32
24925,1629,2026-06-10 11:57:41,83.76,0.00,0.00,Standard,5.99,6.28,96.03
24926,1629,2026-07-12 20:38:45,224.93,0.05,11.25,Standard,0.00,14.96,228.64
24927,1630,2024-12-06 12:28:45,131.47,0.05,6.57,Two-Day,12.99,9.65,147.54
24928,1630,2025-01-17 04:51:25,305.91,0.20,61.18,Standard,0.00,17.13,261.86
24929,1630,2025-03-07 16:36:41,457.19,0.10,45.72,Standard,0.00,28.80,440.27
24930,1630,2025-03-30 20:24:57,120.62,0.05,6.03,Two-Day,12.99,8.93,136.51
24931,1630,2025-05-11 19:29:48,99.45,0.00,0.00,Standard,5.99,7.38,112.82
24932,1630,2025-06-04 22:17:48,174.17,0.05,8.71,Standard,0.00,11.58,177.04
24933,1630,2025-08-01 22:40:40,236.92,0.05,11.85,Standard,0.00,15.75,240.82
24934,1630,2025-09-25 18:45:20,289.90,0.10,28.99,Standard,0.00,18.26,279.17
24935,1630,2025-10-19 20:36:46,112.16,0.10,11.22,Standard,5.99,7.49,114.42
24936,1630,2026-02-01 09:10:28,53.06,0.00,0.00,Standard,5.99,4.13,63.18
24937,1630,2026-05-02 20:13:49,266.05,0.10,26.61,Standard,0.00,16.76,256.20
24938,1630,2026-06-19 20:09:18,29.60,0.00,0.00,Standard,5.99,2.49,38.08
24939,1630,2026-07-15 19:11:56,286.19,0.10,28.62,Two-Day,0.00,18.03,275.60
24940,1630,2026-08-28 21:19:08,460.46,0.10,46.05,Standard,0.00,29.01,443.42
24941,1630,2026-09-03 06:57:00,142.19,0.05,7.11,Standard,0.00,9.46,144.54
24942,1631,2024-08-22 19:41:25,106.09,0.05,5.30,Standard,5.99,7.47,114.25
24943,1631,2024-09-24 07:22:35,96.70,0.00,0.00,Two-Day,12.99,7.68,117.37
24944,1631,2024-12-04 19:32:11,63.02,0.00,0.00,Standard,5.99,4.83,73.84
24945,1631,2024-12-15 13:16:11,443.98,0.10,44.40,Standard,0.00,27.97,427.55
24946,1631,2025-03-15 22:54:59,96.75,0.00,0.00,Standard,5.99,7.19,109.93
24947,1631,2025-06-06 10:41:59,285.10,0.10,28.51,Standard,0.00,17.96,274.55
24948,1631,2025-08-08 16:25:22,457.75,0.10,45.78,Standard,0.00,28.84,440.81
24949,1631,2025-08-17 02:37:45,225.53,0.05,11.28,Standard,0.00,15.00,229.25
24950,1631,2025-12-20 19:44:22,244.23,0.05,12.21,Standard,0.00,16.24,248.26
24951,1631,2026-01-12 13:14:41,93.24,0.00,0.00,Standard,5.99,6.95,106.18
24952,1631,2026-01-21 08:44:54,303.38,0.20,60.68,Two-Day,0.00,16.99,259.69
24953,1631,2026-03-23 17:07:42,53.55,0.00,0.00,Two-Day,12.99,4.66,71.20
24954,1631,2026-04-20 17:07:18,156.83,0.05,7.84,Standard,0.00,10.43,159.42
24955,1631,2026-06-10 18:51:35,426.20,0.10,42.62,Standard,0.00,26.85,410.43
24956,1632,2023-09-28 07:49:48,122.21,0.05,6.11,Standard,5.99,8.55,130.64
24957,1632,2023-11-13 20:39:51,192.68,0.05,9.63,Standard,0.00,12.81,195.86
24958,1632,2023-11-23 12:27:09,113.37,0.05,5.67,Standard,5.99,7.96,121.65
24959,1632,2023-11-27 11:05:07,176.72,0.10,17.67,Standard,0.00,11.13,170.18
24960,1632,2023-12-03 06:17:49,572.49,0.20,114.50,Standard,0.00,32.06,490.05
24961,1632,2023-12-15 13:48:11,216.64,0.05,10.83,Standard,0.00,14.41,220.22
24962,1632,2024-01-17 18:43:35,696.53,0.15,104.48,Standard,0.00,41.44,633.49
24963,1632,2024-04-24 20:30:51,29.25,0.00,0.00,Standard,5.99,2.47,37.71
24964,1632,2024-06-30 16:59:50,815.45,0.15,122.32,Standard,0.00,48.52,741.65
24965,1632,2024-07-05 20:39:45,106.12,0.05,5.31,Standard,5.99,7.48,114.28
24966,1632,2024-07-14 10:13:57,621.03,0.15,93.15,Standard,0.00,36.95,564.83
24967,1632,2024-08-11 10:39:08,111.68,0.05,5.58,Standard,5.99,7.85,119.94
24968,1632,2024-08-13 14:46:09,39.28,0.00,0.00,Standard,5.99,3.17,48.44
24969,1632,2024-08-22 15:39:14,483.82,0.10,48.38,Standard,0.00,30.48,465.92
24970,1632,2024-08-27 21:55:25,248.67,0.05,12.43,Standard,0.00,16.54,252.78
24971,1632,2024-11-09 18:59:20,32.60,0.00,0.00,Two-Day,12.99,3.19,48.78
24972,1632,2025-01-08 10:04:35,344.45,0.10,34.45,Two-Day,0.00,21.70,331.70
24973,1632,2025-02-21 12:05:37,173.67,0.05,8.68,Standard,0.00,11.55,176.54
24974,1632,2025-05-06 22:34:33,390.47,0.10,39.05,Standard,0.00,24.60,376.02
24975,1632,2025-06-26 01:11:26,455.24,0.10,45.52,Standard,0.00,28.68,438.40
24976,1632,2025-07-24 20:46:45,436.21,0.10,43.62,Standard,0.00,27.48,420.07
24977,1632,2025-08-14 23:00:23,191.18,0.05,9.56,Standard,0.00,12.71,194.33
24978,1632,2025-08-21 19:54:13,142.22,0.05,7.11,Two-Day,0.00,9.46,144.57
24979,1632,2025-09-01 10:55:20,267.92,0.10,26.79,Standard,0.00,16.88,258.01
24980,1632,2025-11-02 22:54:44,545.85,0.15,81.88,Standard,0.00,32.48,496.45
24981,1632,2025-11-19 12:43:22,479.99,0.10,48.00,Standard,0.00,30.24,462.23
24982,1632,2025-11-25 17:25:55,266.92,0.10,26.69,Standard,0.00,16.82,257.05
24983,1632,2025-12-02 17:20:46,51.74,0.00,0.00,Standard,5.99,4.04,61.77
24984,1632,2025-12-03 12:07:27,169.59,0.05,8.48,Standard,0.00,11.28,172.39
24985,1632,2025-12-13 10:14:58,667.19,0.15,100.08,Next-Day,0.00,39.70,606.81
24986,1632,2026-02-01 18:23:21,144.92,0.05,7.25,Standard,0.00,9.64,147.31
24987,1632,2026-02-02 19:33:31,474.75,0.10,47.48,Two-Day,0.00,29.91,457.18
24988,1632,2026-02-09 11:43:51,700.18,0.15,105.03,Standard,0.00,41.66,636.81
24989,1632,2026-03-05 13:00:13,201.74,0.05,10.09,Standard,0.00,13.42,205.07
24990,1632,2026-03-13 12:22:03,609.30,0.15,91.40,Two-Day,0.00,36.25,554.15
24991,1632,2026-03-26 16:43:21,104.40,0.05,5.22,Standard,5.99,7.36,112.53
24992,1632,2026-04-09 18:31:12,143.01,0.05,7.15,Standard,0.00,9.51,145.37
24993,1632,2026-05-03 20:24:28,684.81,0.15,102.72,Standard,0.00,40.75,622.84
24994,1632,2026-05-06 21:27:38,356.43,0.10,35.64,Standard,0.00,22.46,343.25
24995,1632,2026-06-07 17:25:43,417.92,0.10,41.79,Standard,0.00,26.33,402.46
24996,1632,2026-06-27 10:47:44,70.70,0.20,14.14,Standard,5.99,4.38,66.93
24997,1632,2026-07-15 17:38:20,280.34,0.10,28.03,Two-Day,0.00,17.66,269.97
24998,1632,2026-08-01 22:51:49,503.32,0.15,75.50,Standard,0.00,29.95,457.77
24999,1633,2025-11-17 09:47:27,434.81,0.10,43.48,Standard,0.00,27.39,418.72
25000,1633,2025-12-19 04:21:30,805.15,0.15,120.77,Standard,0.00,47.91,732.29
25001,1633,2026-01-05 09:48:51,311.78,0.10,31.18,Standard,0.00,19.64,300.24
25002,1633,2026-03-01 12:04:04,482.17,0.10,48.22,Two-Day,0.00,30.38,464.33
25003,1633,2026-03-03 13:10:03,238.71,0.05,11.94,Standard,0.00,15.87,242.64
25004,1633,2026-05-11 18:26:19,744.10,0.15,111.62,Standard,0.00,44.27,676.75
25005,1633,2026-05-29 14:12:16,21.89,0.00,0.00,Two-Day,12.99,2.44,37.32
25006,1634,2023-12-27 16:54:06,156.83,0.05,7.84,Two-Day,0.00,10.43,159.42
25007,1634,2024-01-23 20:21:19,181.35,0.05,9.07,Standard,0.00,12.06,184.34
25008,1634,2024-01-25 13:30:47,36.22,0.00,0.00,Standard,5.99,2.95,45.16
25009,1634,2024-05-21 20:22:54,207.94,0.05,10.40,Standard,0.00,13.83,211.37
25010,1634,2024-05-23 09:56:21,334.12,0.10,33.41,Standard,0.00,21.05,321.76
25011,1634,2024-07-27 20:41:58,349.57,0.10,34.96,Standard,0.00,22.02,336.63
25012,1634,2024-08-18 07:54:04,707.95,0.15,106.19,Standard,0.00,42.12,643.88
25013,1634,2025-01-10 12:17:41,283.22,0.10,28.32,Two-Day,0.00,17.84,272.74
25014,1634,2025-02-22 07:26:44,201.70,0.05,10.09,Standard,0.00,13.41,205.02
25015,1634,2025-02-24 06:43:16,765.18,0.15,114.78,Two-Day,0.00,45.53,695.93
25016,1634,2025-03-19 18:23:27,72.44,0.00,0.00,Standard,5.99,5.49,83.92
25017,1634,2025-04-04 17:29:59,376.98,0.10,37.70,Two-Day,0.00,23.75,363.03
25018,1634,2025-11-25 14:17:03,251.66,0.10,25.17,Standard,0.00,15.85,242.34
25019,1634,2025-11-26 20:47:50,365.12,0.10,36.51,Standard,0.00,23.00,351.61
25020,1634,2026-01-01 17:30:25,235.77,0.05,11.79,Next-Day,0.00,15.68,239.66
25021,1634,2026-01-07 07:01:26,61.90,0.00,0.00,Standard,5.99,4.75,72.64
25022,1634,2026-02-23 13:48:22,176.86,0.10,17.69,Standard,0.00,11.14,170.31
25023,1634,2026-03-10 20:28:39,69.17,0.00,0.00,Two-Day,12.99,5.75,87.91
25024,1634,2026-03-23 14:39:15,122.21,0.05,6.11,Standard,5.99,8.55,130.64
25025,1634,2026-06-17 13:29:14,313.35,0.10,31.34,Standard,0.00,19.74,301.75
25026,1634,2026-08-11 04:12:40,214.99,0.05,10.75,Standard,0.00,14.30,218.54
25027,1635,2026-08-10 18:44:18,476.00,0.10,47.60,Standard,0.00,29.99,458.39
25028,1636,2025-08-30 19:36:10,222.14,0.05,11.11,Standard,0.00,14.77,225.80
25029,1636,2025-09-28 20:12:35,521.47,0.15,78.22,Standard,0.00,31.03,474.28
25030,1636,2025-11-21 11:33:03,326.21,0.10,32.62,Standard,0.00,20.55,314.14
25031,1636,2026-01-11 23:12:55,367.20,0.10,36.72,Two-Day,0.00,23.13,353.61
25032,1636,2026-03-02 19:18:18,236.92,0.20,47.38,Standard,0.00,13.27,202.81
25033,1636,2026-03-20 14:35:53,833.51,0.15,125.03,Standard,0.00,49.59,758.07
25034,1636,2026-04-02 22:03:13,60.31,0.00,0.00,Standard,5.99,4.64,70.94
25035,1636,2026-05-31 08:23:54,99.45,0.10,9.95,Standard,5.99,6.68,102.17
25036,1636,2026-06-14 13:11:48,309.76,0.20,61.95,Standard,0.00,17.35,265.16
25037,1636,2026-08-08 19:12:57,111.68,0.05,5.58,Standard,5.99,7.85,119.94
25038,1637,2026-06-30 08:39:55,370.90,0.10,37.09,Standard,0.00,23.37,357.18
25039,1637,2026-08-27 16:01:52,96.75,0.00,0.00,Next-Day,24.99,8.52,130.26
25040,1638,2023-07-10 12:00:49,70.70,0.00,0.00,Standard,5.99,5.37,82.06
25041,1638,2023-08-28 15:23:57,356.96,0.10,35.70,Standard,0.00,22.49,343.75
25042,1638,2023-09-09 12:01:10,429.07,0.10,42.91,Standard,0.00,27.03,413.19
25043,1638,2024-04-07 18:29:07,381.18,0.10,38.12,Standard,0.00,24.01,367.07
25044,1638,2024-05-18 14:22:01,352.70,0.10,35.27,Standard,0.00,22.22,339.65
25045,1638,2024-05-24 23:18:36,845.03,0.15,126.75,Standard,0.00,50.28,768.56
25046,1638,2024-06-06 21:51:48,930.32,0.15,139.55,Standard,0.00,55.35,846.12
25047,1638,2024-06-11 11:37:38,33.32,0.00,0.00,Standard,5.99,2.75,42.06
25048,1638,2024-10-12 11:45:39,67.51,0.00,0.00,Two-Day,12.99,5.64,86.14
25049,1638,2025-04-16 21:28:12,219.34,0.05,10.97,Standard,0.00,14.59,222.96
25050,1638,2025-06-06 18:32:32,88.43,0.00,0.00,Standard,5.99,6.61,101.03
25051,1638,2025-06-07 12:28:22,281.78,0.10,28.18,Standard,0.00,17.75,271.35
25052,1638,2025-06-26 03:30:14,353.47,0.10,35.35,Standard,0.00,22.27,340.39
25053,1638,2025-09-05 19:50:52,144.69,0.05,7.23,Standard,0.00,9.62,147.08
25054,1638,2025-11-02 17:18:54,124.35,0.10,12.44,Standard,5.99,8.25,126.15
25055,1638,2025-12-30 21:21:39,337.64,0.10,33.76,Standard,0.00,21.27,325.15
25056,1638,2026-03-21 21:36:17,144.92,0.10,14.49,Standard,0.00,9.13,139.56
25057,1638,2026-04-04 22:43:21,108.65,0.05,5.43,Standard,5.99,7.64,116.85
25058,1638,2026-05-24 19:00:12,202.61,0.05,10.13,Standard,0.00,13.47,205.95
25059,1638,2026-06-21 13:26:36,65.16,0.00,0.00,Standard,5.99,4.98,76.13
25060,1638,2026-06-30 13:31:05,514.91,0.15,77.24,Standard,0.00,30.64,468.31
25061,1638,2026-08-04 15:15:42,448.35,0.10,44.84,Standard,0.00,28.25,431.76
25062,1639,2024-08-26 14:17:30,538.98,0.15,80.85,Standard,0.00,32.07,490.20
25063,1639,2025-03-15 13:52:16,65.92,0.10,6.59,Standard,5.99,4.57,69.89
25064,1639,2025-04-05 11:53:15,212.99,0.05,10.65,Standard,0.00,14.16,216.50
25065,1639,2026-04-28 11:54:23,314.92,0.10,31.49,Standard,0.00,19.84,303.27
25066,1639,2026-05-03 11:45:28,762.23,0.15,114.33,Standard,0.00,45.35,693.25
25067,1640,2024-02-12 17:37:44,44.40,0.00,0.00,Standard,5.99,3.53,53.92
25068,1640,2024-03-22 07:04:15,403.48,0.10,40.35,Standard,0.00,25.42,388.55
25069,1640,2024-06-07 12:46:34,322.43,0.10,32.24,Standard,0.00,20.31,310.50
25070,1640,2024-07-23 21:25:57,42.50,0.00,0.00,Standard,5.99,3.39,51.88
25071,1640,2024-09-25 13:28:38,78.00,0.00,0.00,Standard,5.99,5.88,89.87
25072,1640,2024-09-25 19:57:02,179.64,0.05,8.98,Two-Day,0.00,11.95,182.61
25073,1640,2024-10-21 21:39:44,596.92,0.15,89.54,Standard,0.00,35.52,542.90
25074,1640,2025-01-16 21:39:19,107.82,0.05,5.39,Standard,5.99,7.59,116.01
25075,1640,2025-06-16 13:39:22,138.81,0.05,6.94,Standard,0.00,9.23,141.10
25076,1640,2025-07-29 08:54:50,536.97,0.15,80.55,Standard,0.00,31.95,488.37
25077,1640,2025-08-02 15:04:23,461.76,0.10,46.18,Two-Day,0.00,29.09,444.67
25078,1640,2026-01-04 21:52:34,96.70,0.00,0.00,Next-Day,24.99,8.52,130.21
25079,1640,2026-02-26 20:13:33,161.88,0.05,8.09,Two-Day,0.00,10.77,164.56
25080,1640,2026-03-27 08:06:52,176.45,0.10,17.65,Standard,0.00,11.12,169.92
25081,1640,2026-06-08 10:53:29,528.89,0.15,79.33,Standard,0.00,31.47,481.03
25082,1640,2026-06-29 19:43:53,224.91,0.05,11.25,Two-Day,0.00,14.96,228.62
25083,1640,2026-07-03 17:04:54,29.25,0.00,0.00,Standard,5.99,2.47,37.71
25084,1640,2026-07-27 12:28:21,193.50,0.05,9.68,Standard,0.00,12.87,196.69
25085,1640,2026-08-09 20:46:49,202.53,0.10,20.25,Two-Day,0.00,12.76,195.04
25086,1641,2024-07-23 17:32:29,104.50,0.05,5.23,Standard,5.99,7.37,112.63
25087,1641,2024-08-20 01:32:22,73.40,0.10,7.34,Two-Day,12.99,5.53,84.58
25088,1641,2024-10-05 20:35:55,141.40,0.05,7.07,Standard,0.00,9.40,143.73
25089,1641,2024-11-17 21:48:39,190.36,0.05,9.52,Two-Day,0.00,12.66,193.50
25090,1641,2024-11-30 14:30:19,137.21,0.10,13.72,Standard,5.99,9.06,138.54
25091,1641,2024-12-06 14:07:51,226.00,0.05,11.30,Standard,0.00,15.03,229.73
25092,1641,2024-12-09 13:05:25,186.17,0.05,9.31,Standard,0.00,12.38,189.24
25093,1641,2024-12-13 09:18:23,291.23,0.10,29.12,Standard,0.00,18.35,280.46
25094,1641,2025-01-07 10:53:45,343.01,0.10,34.30,Standard,0.00,21.61,330.32
25095,1641,2025-02-28 15:23:11,436.34,0.10,43.63,Two-Day,0.00,27.49,420.20
25096,1641,2025-05-07 05:26:35,225.63,0.05,11.28,Standard,0.00,15.00,229.35
25097,1641,2025-05-08 11:26:20,107.82,0.10,10.78,Standard,5.99,7.21,110.24
25098,1641,2025-07-21 08:37:06,53.55,0.00,0.00,Standard,5.99,4.17,63.71
25099,1641,2025-07-22 20:31:12,527.86,0.15,79.18,Standard,0.00,31.41,480.09
25100,1641,2025-09-12 15:08:23,371.05,0.10,37.11,Standard,0.00,23.38,357.32
25101,1641,2025-09-22 13:40:36,88.36,0.00,0.00,Standard,5.99,6.60,100.95
25102,1641,2025-10-05 09:12:41,416.19,0.10,41.62,Standard,0.00,26.22,400.79
25103,1641,2025-11-09 17:12:22,172.53,0.05,8.63,Standard,0.00,11.47,175.37
25104,1641,2025-11-23 08:30:07,231.29,0.05,11.56,Standard,0.00,15.38,235.11
25105,1641,2025-12-06 07:45:59,249.90,0.05,12.50,Standard,0.00,16.62,254.02
25106,1641,2025-12-26 20:26:24,509.66,0.15,76.45,Standard,0.00,30.32,463.53
25107,1641,2026-01-03 19:58:46,378.20,0.10,37.82,Next-Day,0.00,23.83,364.21
25108,1641,2026-01-08 03:17:09,165.68,0.20,33.14,Standard,0.00,9.28,141.82
25109,1641,2026-01-13 07:56:34,422.08,0.10,42.21,Standard,0.00,26.59,406.46
25110,1641,2026-03-04 10:03:59,29.25,0.00,0.00,Standard,5.99,2.47,37.71
25111,1641,2026-03-15 12:24:02,642.79,0.15,96.42,Standard,0.00,38.25,584.62
25112,1641,2026-04-11 01:30:38,230.88,0.20,46.18,Two-Day,0.00,12.93,197.63
25113,1641,2026-04-21 12:02:34,444.15,0.10,44.42,Two-Day,0.00,27.98,427.71
25114,1641,2026-05-08 12:25:42,282.12,0.10,28.21,Two-Day,0.00,17.77,271.68
25115,1641,2026-05-19 14:14:08,104.50,0.05,5.23,Two-Day,12.99,7.86,120.12
25116,1641,2026-07-12 11:25:00,139.18,0.20,27.84,Two-Day,12.99,8.70,133.03
25117,1641,2026-08-11 21:01:35,860.55,0.15,129.08,Standard,0.00,51.20,782.67
25118,1641,2026-08-16 15:37:32,143.01,0.05,7.15,Standard,0.00,9.51,145.37
25119,1641,2026-09-05 21:01:47,84.21,0.00,0.00,Standard,5.99,6.31,96.51
25120,1641,2026-09-05 15:26:41,158.34,0.10,15.83,Two-Day,0.00,9.98,152.49
25121,1642,2026-08-29 20:10:18,277.70,0.10,27.77,Standard,0.00,17.50,267.43
25122,1643,2023-10-22 21:15:12,216.18,0.10,21.62,Standard,0.00,13.62,208.18
25123,1643,2023-11-20 20:28:50,524.86,0.15,78.73,Standard,0.00,31.23,477.36
25124,1643,2023-12-24 13:42:08,96.70,0.10,9.67,Two-Day,12.99,7.00,107.02
25125,1643,2024-01-02 19:41:18,72.00,0.10,7.20,Two-Day,12.99,5.45,83.24
25126,1643,2024-02-15 19:17:38,136.42,0.05,6.82,Standard,0.00,9.07,138.67
25127,1643,2024-02-24 20:06:51,143.01,0.05,7.15,Standard,0.00,9.51,145.37
25128,1643,2024-03-17 09:16:40,838.47,0.15,125.77,Two-Day,0.00,49.89,762.59
25129,1643,2024-04-08 17:10:47,69.17,0.10,6.92,Standard,5.99,4.78,73.02
25130,1643,2024-06-02 19:17:39,262.05,0.10,26.21,Two-Day,0.00,16.51,252.35
25131,1643,2024-07-22 14:21:39,291.23,0.10,29.12,Standard,0.00,18.35,280.46
25132,1643,2024-07-23 17:26:13,36.22,0.00,0.00,Standard,5.99,2.95,45.16
25133,1643,2024-07-31 17:46:21,116.62,0.05,5.83,Next-Day,24.99,9.50,145.28
25134,1643,2024-09-23 15:11:29,538.42,0.15,80.76,Standard,0.00,32.04,489.70
25135,1643,2024-11-08 21:43:25,73.40,0.00,0.00,Standard,5.99,5.56,84.95
25136,1643,2024-12-30 12:29:33,333.80,0.10,33.38,Standard,0.00,21.03,321.45
25137,1643,2025-01-19 09:42:36,187.37,0.05,9.37,Two-Day,0.00,12.46,190.46
25138,1643,2025-01-20 22:21:36,212.72,0.10,21.27,Standard,0.00,13.40,204.85
25139,1643,2025-02-03 14:04:08,73.40,0.00,0.00,Standard,5.99,5.56,84.95
25140,1643,2025-03-05 17:51:50,113.18,0.10,11.32,Standard,5.99,7.55,115.40
25141,1643,2025-03-20 16:45:20,150.49,0.05,7.52,Standard,0.00,10.01,152.98
25142,1643,2025-04-06 10:55:04,107.10,0.05,5.36,Standard,5.99,7.54,115.27
25143,1643,2025-04-16 10:25:53,645.73,0.15,96.86,Standard,0.00,38.42,587.29
25144,1643,2025-06-23 10:50:15,694.71,0.15,104.21,Two-Day,0.00,41.34,631.84
25145,1643,2025-06-27 13:07:02,649.55,0.15,97.43,Standard,0.00,38.65,590.77
25146,1643,2025-07-27 12:52:05,545.23,0.15,81.78,Next-Day,0.00,32.44,495.89
25147,1643,2025-09-28 21:30:32,368.58,0.10,36.86,Standard,0.00,23.22,354.94
25148,1643,2025-10-11 19:51:24,419.20,0.10,41.92,Standard,0.00,26.41,403.69
25149,1643,2025-10-29 05:18:59,429.62,0.10,42.96,Standard,0.00,27.07,413.73
25150,1643,2025-12-05 15:18:09,42.50,0.00,0.00,Standard,5.99,3.39,51.88
25151,1643,2026-01-21 08:04:35,99.11,0.00,0.00,Standard,5.99,7.36,112.46
25152,1643,2026-02-03 21:07:02,168.66,0.05,8.43,Standard,0.00,11.22,171.45
25153,1643,2026-03-20 22:00:23,439.08,0.10,43.91,Standard,0.00,27.66,422.83
25154,1643,2026-04-16 12:21:17,357.91,0.10,35.79,Two-Day,0.00,22.55,344.67
25155,1643,2026-05-10 10:40:54,131.34,0.10,13.13,Standard,5.99,8.69,132.89
25156,1643,2026-05-17 19:22:14,217.47,0.05,10.87,Standard,0.00,14.46,221.06
25157,1643,2026-05-26 06:52:48,371.26,0.10,37.13,Standard,0.00,23.39,357.52
25158,1643,2026-06-01 18:14:03,53.55,0.00,0.00,Two-Day,12.99,4.66,71.20
25159,1643,2026-06-20 03:40:47,113.18,0.05,5.66,Standard,5.99,7.95,121.46
25160,1643,2026-08-06 20:21:25,286.67,0.10,28.67,Standard,0.00,18.06,276.06
25161,1643,2026-08-28 13:49:20,112.16,0.05,5.61,Standard,5.99,7.88,120.42
25162,1643,2026-09-01 21:33:18,186.17,0.05,9.31,Standard,0.00,12.38,189.24
25163,1644,2025-07-03 20:31:40,36.00,0.10,3.60,Standard,5.99,2.69,41.08
25164,1644,2026-01-21 19:48:58,94.49,0.10,9.45,Standard,5.99,6.37,97.40
25165,1644,2026-03-22 20:57:36,166.55,0.05,8.33,Standard,0.00,11.08,169.30
25166,1644,2026-04-05 12:07:15,143.01,0.05,7.15,Two-Day,0.00,9.51,145.37
25167,1645,2025-11-15 16:39:02,160.19,0.05,8.01,Standard,0.00,10.65,162.83
25168,1645,2026-05-19 08:05:22,125.84,0.05,6.29,Standard,5.99,8.79,134.33
25169,1646,2026-09-04 12:13:55,32.60,0.10,3.26,Two-Day,12.99,2.96,45.29
25170,1647,2025-08-29 18:30:10,53.06,0.00,0.00,Standard,5.99,4.13,63.18
25171,1647,2025-10-18 18:16:10,301.42,0.10,30.14,Standard,0.00,18.99,290.27
25172,1647,2026-01-17 20:29:01,203.80,0.05,10.19,Standard,0.00,13.55,207.16
25173,1647,2026-04-07 21:19:56,177.48,0.05,8.87,Standard,0.00,11.80,180.41
25174,1647,2026-04-14 21:58:41,15.89,0.00,0.00,Standard,5.99,1.53,23.41
25175,1647,2026-04-23 12:44:53,470.58,0.10,47.06,Two-Day,0.00,29.65,453.17
25176,1647,2026-05-01 14:06:32,600.16,0.15,90.02,Standard,0.00,35.71,545.85
25177,1647,2026-06-02 18:46:48,137.21,0.20,27.44,Standard,5.99,8.10,123.86
25178,1647,2026-06-20 16:53:38,461.46,0.20,92.29,Standard,0.00,25.84,395.01
25179,1647,2026-08-29 21:14:00,126.24,0.05,6.31,Standard,5.99,8.81,134.73
25180,1648,2024-07-31 10:53:56,70.70,0.00,0.00,Standard,5.99,5.37,82.06
25181,1648,2025-07-31 13:47:29,240.15,0.05,12.01,Standard,0.00,15.97,244.11
25182,1648,2025-08-09 20:37:13,273.42,0.10,27.34,Two-Day,0.00,17.23,263.31
