OrderID,CustomerID,OrderDateTime,Subtotal,DiscountRate,DiscountAmount,ShippingMethod,Shipping,Tax,Total
4687,302,2025-01-02 18:04:14,208.30,0.20,41.66,Standard,0.00,11.66,178.30
4688,302,2025-01-20 01:17:21,513.21,0.15,76.98,Standard,0.00,30.54,466.77
4689,302,2025-02-08 18:35:45,361.64,0.10,36.16,Standard,0.00,22.78,348.26
4690,302,2025-03-02 10:58:48,232.72,0.05,11.64,Next-Day,0.00,15.48,236.56
4691,302,2025-03-12 04:11:10,229.44,0.05,11.47,Standard,0.00,15.26,233.23
4692,302,2025-03-23 22:16:45,605.85,0.15,90.88,Standard,0.00,36.05,551.02
4693,302,2025-03-23 20:54:39,205.23,0.05,10.26,Standard,0.00,13.65,208.62
4694,302,2025-03-29 19:24:59,41.70,0.00,0.00,Standard,5.99,3.34,51.03
4695,302,2025-03-31 17:52:27,323.74,0.10,32.37,Standard,0.00,20.40,311.77
4696,302,2025-04-01 17:00:54,366.45,0.10,36.65,Standard,0.00,23.09,352.89
4697,302,2025-05-11 19:17:16,330.30,0.10,33.03,Two-Day,0.00,20.81,318.08
4698,302,2025-05-16 12:37:53,232.86,0.20,46.57,Standard,0.00,13.04,199.33
4699,302,2025-05-25 18:44:41,360.77,0.10,36.08,Standard,0.00,22.73,347.42
4700,302,2025-06-04 14:01:18,41.70,0.00,0.00,Standard,5.99,3.34,51.03
4701,302,2025-06-15 22:51:10,582.34,0.20,116.47,Two-Day,0.00,32.61,498.48
4702,302,2025-06-16 13:27:43,547.02,0.15,82.05,Standard,0.00,32.55,497.52
4703,302,2025-07-02 07:43:04,93.65,0.00,0.00,Standard,5.99,6.97,106.61
4704,302,2025-07-29 12:57:37,127.13,0.05,6.36,Standard,5.99,8.87,135.63
4705,302,2025-09-05 22:53:16,729.97,0.15,109.50,Standard,0.00,43.43,663.90
4706,302,2025-09-09 17:32:57,414.16,0.10,41.42,Standard,0.00,26.09,398.83
4707,302,2025-09-14 14:57:58,249.07,0.05,12.45,Standard,0.00,16.56,253.18
4708,302,2025-09-15 16:08:02,104.40,0.05,5.22,Standard,5.99,7.36,112.53
4709,302,2025-09-20 03:58:06,696.65,0.15,104.50,Standard,0.00,41.45,633.60
4710,302,2025-09-26 20:53:47,303.41,0.10,30.34,Standard,0.00,19.11,292.18
4711,302,2025-10-09 21:04:52,498.14,0.10,49.81,Standard,0.00,31.38,479.71
4712,302,2025-11-14 15:26:57,160.40,0.10,16.04,Standard,0.00,10.11,154.47
4713,302,2025-11-19 16:41:20,477.62,0.10,47.76,Standard,0.00,30.09,459.95
4714,302,2026-01-24 18:12:54,729.40,0.15,109.41,Standard,0.00,43.40,663.39
4715,302,2026-02-11 08:04:40,22.73,0.10,2.27,Standard,5.99,1.85,28.30
4716,302,2026-02-11 16:36:45,523.89,0.15,78.58,Standard,0.00,31.17,476.48
4717,302,2026-02-19 15:42:33,353.47,0.10,35.35,Standard,0.00,22.27,340.39
4718,302,2026-03-16 03:16:09,123.59,0.05,6.18,Next-Day,24.99,9.97,152.37
4719,302,2026-03-24 21:11:24,519.90,0.15,77.99,Standard,0.00,30.93,472.84
4720,302,2026-03-28 19:06:35,233.77,0.05,11.69,Two-Day,0.00,15.55,237.63
4721,302,2026-04-10 20:50:56,101.82,0.05,5.09,Standard,5.99,7.19,109.91
4722,302,2026-04-17 08:06:08,232.90,0.05,11.65,Next-Day,0.00,15.49,236.74
4723,302,2026-04-20 14:24:34,251.45,0.10,25.15,Standard,0.00,15.84,242.14
4724,302,2026-05-06 21:05:02,370.62,0.10,37.06,Standard,0.00,23.35,356.91
4725,302,2026-05-07 17:26:58,259.95,0.10,26.00,Standard,0.00,16.38,250.33
4726,302,2026-05-23 09:50:20,232.12,0.05,11.61,Standard,0.00,15.44,235.95
4727,302,2026-05-24 14:03:49,203.63,0.05,10.18,Standard,0.00,13.54,206.99
4728,302,2026-05-24 16:24:01,205.40,0.05,10.27,Standard,0.00,13.66,208.79
4729,302,2026-05-31 13:10:18,33.52,0.00,0.00,Standard,5.99,2.77,42.28
4730,302,2026-06-07 18:07:54,123.03,0.10,12.30,Standard,5.99,8.17,124.89
4731,302,2026-06-11 17:22:49,270.34,0.10,27.03,Next-Day,0.00,17.03,260.34
4732,302,2026-06-13 16:57:55,154.38,0.05,7.72,Standard,0.00,10.27,156.93
4733,302,2026-06-21 17:13:52,379.32,0.10,37.93,Standard,0.00,23.90,365.29
4734,302,2026-06-22 15:29:32,158.48,0.05,7.92,Two-Day,0.00,10.54,161.10
4735,302,2026-06-24 16:59:52,86.89,0.00,0.00,Next-Day,24.99,7.83,119.71
4736,302,2026-07-14 19:56:28,150.57,0.20,30.11,Standard,5.99,8.85,135.30
4737,302,2026-07-25 13:42:08,116.02,0.10,11.60,Standard,5.99,7.73,118.14
4738,302,2026-08-02 16:55:04,77.19,0.00,0.00,Two-Day,12.99,6.31,96.49
4739,302,2026-08-21 21:07:31,387.25,0.10,38.73,Next-Day,0.00,24.40,372.92
4740,302,2026-08-21 16:14:09,133.66,0.05,6.68,Standard,0.00,8.89,135.87
4741,302,2026-08-24 16:18:49,168.63,0.05,8.43,Next-Day,0.00,11.21,171.41
4742,302,2026-08-25 07:30:26,260.88,0.10,26.09,Standard,0.00,16.44,251.23
4743,302,2026-09-02 18:26:40,299.55,0.10,29.96,Standard,0.00,18.87,288.46
4744,303,2023-09-22 14:15:45,272.92,0.10,27.29,Standard,0.00,17.19,262.82
4745,303,2023-10-01 20:44:52,365.85,0.10,36.59,Standard,0.00,23.05,352.31
4746,303,2023-11-16 22:42:59,249.07,0.10,24.91,Standard,0.00,15.69,239.85
4747,303,2023-12-08 11:01:00,312.89,0.10,31.29,Standard,0.00,19.71,301.31
4748,303,2024-02-05 11:33:16,461.92,0.10,46.19,Next-Day,0.00,29.10,444.83
4749,303,2024-03-04 20:35:21,875.51,0.15,131.33,Two-Day,0.00,52.09,796.27
4750,303,2024-03-09 14:20:50,259.70,0.10,25.97,Standard,0.00,16.36,250.09
4751,303,2024-04-11 21:53:42,445.44,0.10,44.54,Standard,0.00,28.06,428.96
4752,303,2024-09-25 19:06:18,41.70,0.00,0.00,Standard,5.99,3.34,51.03
4753,303,2024-12-04 19:17:54,380.29,0.10,38.03,Standard,0.00,23.96,366.22
4754,303,2025-01-27 18:38:42,79.09,0.10,7.91,Standard,5.99,5.40,82.57
4755,303,2025-05-07 12:43:35,86.89,0.00,0.00,Standard,5.99,6.50,99.38
4756,303,2025-09-03 10:52:27,361.83,0.10,36.18,Standard,0.00,22.80,348.45
4757,303,2025-09-27 09:44:00,400.43,0.10,40.04,Standard,0.00,25.23,385.62
4758,303,2025-10-13 06:08:15,107.45,0.05,5.37,Standard,5.99,7.56,115.63
4759,303,2025-12-07 05:57:14,310.83,0.10,31.08,Standard,0.00,19.58,299.33
4760,303,2026-03-18 21:54:35,698.04,0.20,139.61,Standard,0.00,39.09,597.52
4761,303,2026-06-27 10:45:38,151.99,0.05,7.60,Standard,0.00,10.11,154.50
4762,303,2026-06-27 21:01:33,323.74,0.10,32.37,Standard,0.00,20.40,311.77
4763,303,2026-08-22 19:35:05,323.74,0.10,32.37,Two-Day,0.00,20.40,311.77
4764,304,2023-04-14 18:42:51,313.03,0.10,31.30,Two-Day,0.00,19.72,301.45
4765,304,2023-12-26 15:30:54,121.58,0.05,6.08,Standard,5.99,8.50,129.99
4766,304,2024-03-31 11:40:40,297.86,0.10,29.79,Standard,0.00,18.76,286.83
4767,304,2024-12-01 02:29:03,407.26,0.10,40.73,Standard,0.00,25.66,392.19
4768,304,2025-01-14 23:04:25,524.55,0.15,78.68,Two-Day,0.00,31.21,477.08
4769,304,2026-09-03 18:11:00,297.23,0.10,29.72,Standard,0.00,18.73,286.24
4770,305,2024-10-31 15:33:42,93.52,0.10,9.35,Standard,5.99,6.31,96.47
4771,305,2024-11-08 12:19:58,268.95,0.10,26.90,Standard,0.00,16.94,258.99
4772,305,2024-12-30 15:55:39,69.99,0.00,0.00,Standard,5.99,5.32,81.30
4773,305,2025-01-17 11:47:34,762.12,0.15,114.32,Standard,0.00,45.35,693.15
4774,305,2025-02-12 14:24:57,828.42,0.15,124.26,Standard,0.00,49.29,753.45
4775,305,2025-02-27 20:30:59,110.90,0.05,5.55,Standard,5.99,7.79,119.13
4776,305,2025-03-29 19:43:28,463.96,0.10,46.40,Standard,0.00,29.23,446.79
4777,305,2025-04-19 20:58:06,169.50,0.10,16.95,Standard,0.00,10.68,163.23
4778,305,2025-07-02 21:18:17,253.74,0.10,25.37,Standard,0.00,15.99,244.36
4779,305,2025-07-30 20:26:26,514.05,0.15,77.11,Two-Day,0.00,30.59,467.53
4780,305,2025-08-12 15:38:24,134.39,0.05,6.72,Standard,0.00,8.94,136.61
4781,305,2025-09-28 12:37:48,662.47,0.15,99.37,Standard,0.00,39.42,602.52
4782,305,2025-12-20 19:51:11,60.79,0.00,0.00,Standard,5.99,4.67,71.45
4783,305,2025-12-22 07:15:44,378.50,0.10,37.85,Standard,0.00,23.85,364.50
4784,305,2025-12-23 10:19:49,386.22,0.10,38.62,Standard,0.00,24.33,371.93
4785,305,2026-03-09 12:56:24,579.23,0.15,86.88,Two-Day,0.00,34.46,526.81
4786,305,2026-03-23 18:27:55,671.72,0.15,100.76,Two-Day,0.00,39.97,610.93
4787,305,2026-04-06 11:02:16,110.90,0.05,5.55,Standard,5.99,7.79,119.13
4788,305,2026-04-13 15:10:54,177.27,0.05,8.86,Standard,0.00,11.79,180.20
4789,305,2026-05-15 19:03:52,251.45,0.10,25.15,Standard,0.00,15.84,242.14
4790,305,2026-05-16 11:11:15,185.23,0.05,9.26,Two-Day,0.00,12.32,188.29
4791,305,2026-07-10 20:52:07,33.52,0.10,3.35,Two-Day,12.99,3.02,46.18
4792,305,2026-07-12 20:40:48,654.42,0.15,98.16,Standard,0.00,38.94,595.20
4793,305,2026-08-10 22:51:38,100.76,0.05,5.04,Two-Day,12.99,7.61,116.32
4794,305,2026-08-21 12:31:30,352.59,0.10,35.26,Standard,0.00,22.21,339.54
4795,306,2023-09-09 08:48:02,320.84,0.10,32.08,Standard,0.00,20.21,308.97
4796,306,2023-09-28 15:01:34,244.57,0.05,12.23,Standard,0.00,16.26,248.60
4797,306,2023-09-29 20:49:21,135.17,0.10,13.52,Standard,5.99,8.93,136.57
4798,306,2023-10-05 22:27:18,30.74,0.00,0.00,Two-Day,12.99,3.06,46.79
4799,306,2023-10-05 08:51:43,443.27,0.10,44.33,Standard,0.00,27.93,426.87
4800,306,2023-10-22 15:20:20,323.74,0.20,64.75,Standard,0.00,18.13,277.12
4801,306,2023-10-25 20:12:47,102.62,0.05,5.13,Two-Day,12.99,7.73,118.21
4802,306,2023-10-26 05:35:41,860.37,0.15,129.06,Standard,0.00,51.19,782.50
4803,306,2023-10-26 12:18:04,148.99,0.05,7.45,Next-Day,0.00,9.91,151.45
4804,306,2023-11-15 14:21:41,666.50,0.15,99.98,Standard,0.00,39.66,606.18
4805,306,2023-12-04 09:08:25,111.70,0.05,5.59,Standard,5.99,7.85,119.95
4806,306,2023-12-28 22:10:23,297.90,0.20,59.58,Standard,0.00,16.68,255.00
4807,306,2023-12-30 19:30:41,490.92,0.10,49.09,Two-Day,0.00,30.93,472.76
4808,306,2024-01-19 16:27:42,424.13,0.20,84.83,Standard,0.00,23.75,363.05
4809,306,2024-01-24 20:12:54,210.81,0.05,10.54,Standard,0.00,14.02,214.29
4810,306,2024-01-29 12:55:02,651.02,0.15,97.65,Two-Day,0.00,38.74,592.11
4811,306,2024-02-06 20:17:56,260.67,0.10,26.07,Standard,0.00,16.42,251.02
4812,306,2024-03-11 07:18:03,221.81,0.05,11.09,Standard,0.00,14.75,225.47
4813,306,2024-03-24 10:39:28,637.18,0.15,95.58,Standard,0.00,37.91,579.51
4814,306,2024-03-26 10:15:39,1422.46,0.15,213.37,Standard,0.00,84.64,1293.73
4815,306,2024-04-09 17:07:19,136.24,0.05,6.81,Standard,0.00,9.06,138.49
4816,306,2024-05-16 09:13:10,23.33,0.00,0.00,Standard,5.99,2.05,31.37
4817,306,2024-05-21 22:41:06,184.33,0.05,9.22,Standard,0.00,12.26,187.37
4818,306,2024-06-09 07:43:15,16.76,0.00,0.00,Two-Day,12.99,2.08,31.83
4819,306,2024-07-29 08:23:06,1257.96,0.15,188.69,Standard,0.00,74.85,1144.12
4820,306,2024-08-22 11:55:35,30.74,0.00,0.00,Standard,5.99,2.57,39.30
4821,306,2024-09-05 18:15:29,252.68,0.10,25.27,Standard,0.00,15.92,243.33
4822,306,2024-09-15 20:24:17,154.38,0.05,7.72,Standard,0.00,10.27,156.93
4823,306,2024-09-25 11:20:37,390.05,0.10,39.01,Standard,0.00,24.57,375.61
4824,306,2024-09-26 13:30:20,825.05,0.15,123.76,Standard,0.00,49.09,750.38
4825,306,2024-11-06 11:37:08,490.44,0.10,49.04,Standard,0.00,30.90,472.30
4826,306,2024-11-13 18:57:18,94.84,0.20,18.97,Standard,5.99,5.73,87.59
4827,306,2025-01-08 14:52:35,388.79,0.10,38.88,Standard,0.00,24.49,374.40
4828,306,2025-02-12 08:00:26,261.45,0.10,26.15,Standard,0.00,16.47,251.77
4829,306,2025-02-15 13:04:58,353.83,0.10,35.38,Next-Day,0.00,22.29,340.74
4830,306,2025-02-28 09:43:05,616.41,0.15,92.46,Two-Day,0.00,36.68,560.63
4831,306,2025-03-08 11:04:43,132.22,0.05,6.61,Standard,0.00,8.79,134.40
4832,306,2025-03-16 19:23:52,387.07,0.10,38.71,Standard,0.00,24.39,372.75
4833,306,2025-04-06 18:23:44,214.64,0.05,10.73,Standard,0.00,14.27,218.18
4834,306,2025-04-13 12:18:14,315.46,0.10,31.55,Standard,0.00,19.87,303.78
4835,306,2025-04-17 06:14:37,611.72,0.15,91.76,Standard,0.00,36.40,556.36
4836,306,2025-05-17 12:36:06,448.44,0.10,44.84,Standard,0.00,28.25,431.85
4837,306,2025-05-28 08:32:25,42.97,0.00,0.00,Standard,5.99,3.43,52.39
4838,306,2025-06-03 21:58:40,312.89,0.10,31.29,Next-Day,0.00,19.71,301.31
4839,306,2025-06-21 07:03:01,127.13,0.05,6.36,Standard,5.99,8.87,135.63
4840,306,2025-07-03 11:33:54,86.89,0.00,0.00,Two-Day,12.99,6.99,106.87
4841,306,2025-07-05 23:41:23,249.07,0.05,12.45,Two-Day,0.00,16.56,253.18
4842,306,2025-07-06 14:29:27,29.53,0.00,0.00,Standard,5.99,2.49,38.01
4843,306,2025-07-07 21:17:43,193.41,0.05,9.67,Standard,0.00,12.86,196.60
4844,306,2025-08-03 20:44:16,262.14,0.10,26.21,Standard,0.00,16.52,252.45
4845,306,2025-09-05 10:33:26,255.60,0.10,25.56,Two-Day,0.00,16.10,246.14
4846,306,2025-09-28 20:11:15,147.19,0.05,7.36,Standard,0.00,9.79,149.62
4847,306,2025-10-18 14:47:45,140.81,0.05,7.04,Standard,0.00,9.36,143.13
4848,306,2025-10-24 11:50:53,184.33,0.20,36.87,Standard,0.00,10.32,157.78
4849,306,2025-10-26 17:58:44,751.11,0.15,112.67,Standard,0.00,44.69,683.13
4850,306,2025-12-18 14:09:59,463.32,0.10,46.33,Two-Day,0.00,29.19,446.18
4851,306,2025-12-27 19:20:50,189.68,0.05,9.48,Standard,0.00,12.61,192.81
4852,306,2026-01-13 04:32:30,79.09,0.00,0.00,Standard,5.99,5.96,91.04
4853,306,2026-01-14 15:29:53,152.88,0.05,7.64,Standard,0.00,10.17,155.41
4854,306,2026-01-24 14:17:00,405.03,0.10,40.50,Standard,0.00,25.52,390.05
4855,306,2026-02-03 07:59:55,131.49,0.05,6.57,Standard,5.99,9.16,140.07
4856,306,2026-02-10 14:15:19,152.88,0.05,7.64,Standard,0.00,10.17,155.41
4857,306,2026-03-10 15:18:45,110.90,0.05,5.55,Two-Day,12.99,8.28,126.62
4858,306,2026-03-19 18:02:56,618.43,0.15,92.76,Standard,0.00,36.80,562.47
4859,306,2026-03-22 12:44:17,109.58,0.10,10.96,Two-Day,12.99,7.81,119.42
4860,306,2026-04-04 20:37:51,42.00,0.00,0.00,Standard,5.99,3.36,51.35
4861,306,2026-04-06 12:08:57,153.88,0.05,7.69,Next-Day,0.00,10.23,156.42
4862,306,2026-04-12 12:34:02,270.02,0.10,27.00,Standard,0.00,17.01,260.03
4863,306,2026-04-22 15:47:43,228.98,0.05,11.45,Standard,0.00,15.23,232.76
4864,306,2026-04-23 14:20:38,209.02,0.05,10.45,Standard,0.00,13.90,212.47
4865,306,2026-05-29 08:11:25,140.64,0.05,7.03,Two-Day,0.00,9.35,142.96
4866,306,2026-05-30 19:14:28,263.42,0.20,52.68,Two-Day,0.00,14.75,225.49
4867,306,2026-06-08 20:19:49,317.81,0.20,63.56,Next-Day,0.00,17.80,272.05
4868,306,2026-06-17 06:38:55,264.19,0.10,26.42,Standard,0.00,16.64,254.41
4869,306,2026-06-29 12:25:11,136.24,0.05,6.81,Two-Day,0.00,9.06,138.49
4870,306,2026-07-08 15:32:21,131.89,0.05,6.59,Standard,0.00,8.77,134.07
4871,306,2026-07-09 21:53:23,118.08,0.05,5.90,Two-Day,12.99,8.76,133.93
4872,306,2026-07-09 21:55:38,145.74,0.05,7.29,Standard,0.00,9.69,148.14
4873,306,2026-08-08 14:22:30,672.88,0.15,100.93,Standard,0.00,40.04,611.99
4874,306,2026-08-09 23:37:15,340.31,0.10,34.03,Standard,0.00,21.44,327.72
4875,306,2026-08-10 11:38:25,16.76,0.00,0.00,Standard,5.99,1.59,24.34
4876,306,2026-08-10 17:18:45,851.81,0.15,127.77,Standard,0.00,50.68,774.72
4877,306,2026-08-15 17:22:52,468.62,0.10,46.86,Standard,0.00,29.52,451.28
4878,306,2026-08-27 16:08:05,41.70,0.00,0.00,Standard,5.99,3.34,51.03
4879,306,2026-08-28 19:57:43,226.21,0.05,11.31,Standard,0.00,15.04,229.94
4880,307,2026-08-21 19:57:12,240.06,0.05,12.00,Standard,0.00,15.96,244.02
4881,308,2023-04-12 10:08:19,101.99,0.20,20.40,Standard,5.99,6.13,93.71
4882,308,2023-05-09 21:59:48,440.98,0.10,44.10,Two-Day,0.00,27.78,424.66
4883,308,2023-06-11 18:09:14,1005.78,0.15,150.87,Standard,0.00,59.84,914.75
4884,308,2023-06-24 08:48:04,37.29,0.10,3.73,Two-Day,12.99,3.26,49.81
4885,308,2023-06-26 20:59:21,522.49,0.15,78.37,Standard,0.00,31.09,475.21
4886,308,2023-08-05 12:20:49,205.46,0.05,10.27,Standard,0.00,13.66,208.85
4887,308,2023-09-18 18:36:19,165.09,0.10,16.51,Standard,0.00,10.40,158.98
4888,308,2023-09-22 18:41:27,249.56,0.05,12.48,Standard,0.00,16.60,253.68
4889,308,2023-09-22 21:53:56,121.58,0.05,6.08,Standard,5.99,8.50,129.99
4890,308,2023-11-06 21:22:06,164.41,0.05,8.22,Two-Day,0.00,10.93,167.12
4891,308,2023-12-10 20:29:31,239.42,0.05,11.97,Standard,0.00,15.92,243.37
4892,308,2024-02-16 20:46:17,233.77,0.05,11.69,Standard,0.00,15.55,237.63
4893,308,2024-02-24 19:18:33,182.37,0.05,9.12,Standard,0.00,12.13,185.38
4894,308,2024-07-02 10:29:36,154.38,0.05,7.72,Standard,0.00,10.27,156.93
4895,308,2024-07-06 14:39:18,195.60,0.05,9.78,Standard,0.00,13.01,198.83
4896,308,2024-08-06 16:51:56,575.53,0.15,86.33,Standard,0.00,34.24,523.44
4897,308,2024-08-31 19:39:20,863.33,0.15,129.50,Standard,0.00,51.37,785.20
4898,308,2024-09-02 15:23:05,46.88,0.00,0.00,Standard,5.99,3.70,56.57
4899,308,2024-09-14 22:41:46,228.91,0.20,45.78,Standard,0.00,12.82,195.95
4900,308,2024-09-29 17:13:11,60.79,0.10,6.08,Two-Day,12.99,4.74,72.44
4901,308,2024-10-12 17:54:23,274.74,0.10,27.47,Two-Day,0.00,17.31,264.58
4902,308,2024-11-15 22:38:24,159.96,0.05,8.00,Standard,0.00,10.64,162.60
4903,308,2024-12-17 14:20:23,354.06,0.10,35.41,Standard,0.00,22.31,340.96
4904,308,2025-01-08 18:17:22,135.17,0.05,6.76,Standard,0.00,8.99,137.40
4905,308,2025-02-06 17:18:41,145.49,0.05,7.27,Two-Day,0.00,9.68,147.90
4906,308,2025-02-22 13:19:26,158.18,0.05,7.91,Standard,0.00,10.52,160.79
4907,308,2025-04-07 16:16:41,118.08,0.05,5.90,Standard,5.99,8.27,126.44
4908,308,2025-04-12 19:35:13,263.18,0.10,26.32,Standard,0.00,16.58,253.44
4909,308,2025-04-24 17:03:42,77.94,0.00,0.00,Standard,5.99,5.88,89.81
4910,308,2025-06-05 20:02:00,107.76,0.10,10.78,Standard,5.99,7.21,110.18
4911,308,2025-06-07 07:53:56,130.90,0.10,13.09,Standard,5.99,8.67,132.47
4912,308,2025-08-12 18:06:04,73.71,0.00,0.00,Standard,5.99,5.58,85.28
4913,308,2025-09-12 19:41:42,158.48,0.05,7.92,Two-Day,0.00,10.54,161.10
4914,308,2025-09-20 08:13:16,69.57,0.00,0.00,Standard,5.99,5.29,80.85
4915,308,2025-09-26 01:07:45,277.05,0.10,27.71,Standard,0.00,17.45,266.79
4916,308,2025-09-27 14:35:55,347.94,0.10,34.79,Standard,0.00,21.92,335.07
4917,308,2025-10-12 06:37:04,169.50,0.20,33.90,Standard,0.00,9.49,145.09
4918,308,2025-11-03 19:22:46,182.37,0.05,9.12,Two-Day,0.00,12.13,185.38
4919,308,2025-11-18 15:00:26,439.94,0.10,43.99,Standard,0.00,27.72,423.67
4920,308,2025-11-23 12:59:31,299.78,0.10,29.98,Standard,0.00,18.89,288.69
4921,308,2025-12-18 10:42:34,646.84,0.15,97.03,Standard,0.00,38.49,588.30
4922,308,2026-01-05 22:47:32,144.49,0.10,14.45,Standard,0.00,9.10,139.14
4923,308,2026-01-21 14:05:56,349.87,0.10,34.99,Standard,0.00,22.04,336.92
4924,308,2026-02-04 19:32:59,741.33,0.15,111.20,Standard,0.00,44.11,674.24
4925,308,2026-02-11 20:23:23,251.45,0.10,25.15,Standard,0.00,15.84,242.14
4926,308,2026-03-11 18:35:31,226.55,0.05,11.33,Two-Day,0.00,15.07,230.29
4927,308,2026-03-14 13:46:24,36.93,0.00,0.00,Standard,5.99,3.00,45.92
4928,308,2026-03-28 13:47:03,539.34,0.15,80.90,Standard,0.00,32.09,490.53
4929,308,2026-04-13 12:14:09,929.03,0.15,139.35,Standard,0.00,55.28,844.96
4930,308,2026-04-21 21:40:13,94.84,0.00,0.00,Standard,5.99,7.06,107.89
4931,308,2026-04-29 20:11:31,105.53,0.05,5.28,Standard,5.99,7.44,113.68
4932,308,2026-04-30 14:08:29,60.76,0.00,0.00,Standard,5.99,4.67,71.42
4933,308,2026-05-29 17:20:47,127.84,0.05,6.39,Standard,5.99,8.92,136.36
4934,308,2026-06-11 17:43:02,189.03,0.05,9.45,Standard,0.00,12.57,192.15
4935,308,2026-07-02 08:47:22,22.73,0.00,0.00,Standard,5.99,2.01,30.73
4936,308,2026-07-13 07:00:30,37.83,0.00,0.00,Standard,5.99,3.07,46.89
4937,308,2026-07-24 09:40:21,350.80,0.10,35.08,Standard,0.00,22.10,337.82
4938,308,2026-07-26 06:19:20,154.17,0.05,7.71,Standard,0.00,10.25,156.71
4939,309,2023-12-12 17:01:54,261.45,0.10,26.15,Standard,0.00,16.47,251.77
4940,309,2024-02-17 17:11:50,323.74,0.10,32.37,Standard,0.00,20.40,311.77
4941,309,2024-07-02 22:00:04,205.40,0.05,10.27,Standard,0.00,13.66,208.79
4942,309,2024-08-21 04:23:11,222.36,0.05,11.12,Two-Day,0.00,14.79,226.03
4943,309,2025-08-21 20:50:34,347.97,0.10,34.80,Standard,0.00,21.92,335.09
4944,309,2025-11-02 16:38:27,101.99,0.10,10.20,Standard,5.99,6.84,104.62
4945,309,2026-03-05 18:34:44,763.09,0.15,114.46,Standard,0.00,45.40,694.03
4946,310,2024-07-19 11:56:25,158.48,0.05,7.92,Standard,0.00,10.54,161.10
4947,310,2024-11-23 20:40:01,249.07,0.05,12.45,Standard,0.00,16.56,253.18
4948,310,2025-03-08 02:29:45,424.34,0.10,42.43,Two-Day,0.00,26.73,408.64
4949,310,2025-03-28 08:21:26,364.02,0.20,72.80,Standard,0.00,20.39,311.61
4950,310,2025-04-13 08:28:59,105.53,0.10,10.55,Standard,5.99,7.07,108.04
4951,310,2025-04-13 12:52:26,918.49,0.15,137.77,Two-Day,0.00,54.65,835.37
4952,310,2025-07-26 19:27:18,210.57,0.05,10.53,Standard,0.00,14.00,214.04
4953,310,2025-09-01 01:02:44,437.40,0.10,43.74,Standard,0.00,27.56,421.22
4954,310,2026-01-20 13:58:41,384.11,0.10,38.41,Standard,0.00,24.20,369.90
4955,310,2026-02-20 19:55:24,484.25,0.10,48.43,Standard,0.00,30.51,466.33
4956,310,2026-05-14 09:31:39,173.78,0.05,8.69,Two-Day,0.00,11.56,176.65
4957,310,2026-06-04 18:07:03,219.88,0.05,10.99,Standard,0.00,14.62,223.51
4958,310,2026-06-07 19:41:21,16.94,0.00,0.00,Standard,5.99,1.61,24.54
4959,310,2026-07-05 17:36:35,221.80,0.05,11.09,Standard,0.00,14.75,225.46
4960,310,2026-08-12 19:26:02,399.66,0.10,39.97,Two-Day,0.00,25.18,384.87
4961,311,2025-05-09 19:55:18,312.89,0.10,31.29,Standard,0.00,19.71,301.31
4962,311,2025-06-08 18:16:39,359.02,0.10,35.90,Standard,0.00,22.62,345.74
4963,311,2025-08-15 20:57:07,165.09,0.10,16.51,Standard,0.00,10.40,158.98
4964,311,2025-11-03 20:51:24,36.93,0.00,0.00,Two-Day,12.99,3.49,53.41
4965,311,2026-01-22 14:26:56,495.84,0.10,49.58,Standard,0.00,31.24,477.50
4966,311,2026-02-14 21:34:57,73.71,0.10,7.37,Standard,5.99,5.06,77.39
4967,311,2026-03-01 21:03:34,283.03,0.10,28.30,Standard,0.00,17.83,272.56
4968,311,2026-03-28 19:07:53,374.63,0.10,37.46,Standard,0.00,23.60,360.77
4969,311,2026-05-23 14:44:26,333.89,0.10,33.39,Standard,0.00,21.04,321.54
4970,311,2026-06-17 00:43:25,60.79,0.00,0.00,Standard,5.99,4.67,71.45
4971,311,2026-07-08 18:23:34,135.17,0.05,6.76,Standard,0.00,8.99,137.40
4972,312,2025-07-26 10:29:13,166.29,0.05,8.31,Standard,0.00,11.06,169.04
4973,312,2025-09-18 20:10:43,196.08,0.05,9.80,Standard,0.00,13.04,199.32
4974,312,2025-10-04 19:04:26,69.78,0.00,0.00,Standard,5.99,5.30,81.07
4975,312,2025-10-12 13:38:21,251.45,0.20,50.29,Standard,0.00,14.08,215.24
4976,312,2025-10-18 19:44:01,495.40,0.20,99.08,Two-Day,0.00,27.74,424.06
4977,312,2025-10-19 23:04:18,252.25,0.10,25.23,Standard,0.00,15.89,242.91
4978,312,2025-11-14 14:03:16,323.74,0.10,32.37,Next-Day,0.00,20.40,311.77
4979,312,2025-11-28 08:47:09,145.74,0.05,7.29,Standard,0.00,9.69,148.14
4980,312,2026-01-24 09:18:11,100.00,0.10,10.00,Standard,5.99,6.72,102.71
4981,312,2026-02-15 13:35:55,479.63,0.10,47.96,Standard,0.00,30.22,461.89
4982,312,2026-02-16 05:00:14,127.87,0.05,6.39,Standard,5.99,8.92,136.39
4983,312,2026-03-08 22:13:17,175.35,0.05,8.77,Standard,0.00,11.66,178.24
4984,312,2026-03-20 12:44:42,189.68,0.05,9.48,Standard,0.00,12.61,192.81
4985,312,2026-04-09 10:40:27,87.96,0.00,0.00,Standard,5.99,6.58,100.53
4986,312,2026-04-12 20:27:21,37.83,0.20,7.57,Standard,5.99,2.54,38.79
