PaymentID,OrderID,PaymentAttempt,PaymentDateTime,PaymentMethod,PaymentAmount,PaymentStatus
10688,10075,1,2024-12-08 13:33:42,Debit Card,71.42,Successful
10689,10076,1,2025-05-08 11:52:03,Credit Card,845.04,Successful
10690,10077,1,2025-05-18 13:02:13,Credit Card,459.24,Successful
10691,10078,1,2025-09-29 20:42:25,Credit Card,340.22,Successful
10692,10079,1,2026-01-11 21:03:01,Credit Card,65.03,Successful
10693,10080,1,2026-02-21 07:02:26,Apple Pay,36.37,Successful
10694,10081,1,2026-06-22 21:45:54,Credit Card,776.51,Successful
10695,10082,1,2024-03-28 07:40:47,Apple Pay,180.57,Failed
10696,10082,2,2024-03-29 03:23:47,Credit Card,180.57,Successful
10697,10083,1,2024-04-11 20:02:42,Google Pay,530.53,Successful
10698,10084,1,2024-06-13 22:11:39,PayPal,437.30,Successful
10699,10085,1,2024-06-17 17:10:00,PayPal,589.01,Successful
10700,10086,1,2024-07-28 14:01:35,PayPal,972.66,Successful
10701,10087,1,2024-08-07 21:01:50,PayPal,167.82,Successful
10702,10088,1,2024-08-26 11:23:07,Google Pay,46.81,Successful
10703,10089,1,2024-08-27 18:50:58,Google Pay,493.22,Successful
10704,10090,1,2024-09-01 20:14:55,Credit Card,380.81,Successful
10705,10091,1,2024-09-26 17:33:46,Debit Card,71.45,Successful
10706,10092,1,2024-10-07 13:58:04,Debit Card,557.40,Successful
10707,10093,1,2024-11-15 18:18:46,PayPal,515.69,Successful
10708,10094,1,2024-12-03 06:09:21,Credit Card,138.49,Successful
10709,10095,1,2024-12-05 12:57:05,Credit Card,91.75,Successful
10710,10096,1,2024-12-06 08:39:35,Credit Card,244.36,Successful
10711,10097,1,2025-01-07 15:41:17,Credit Card,431.23,Successful
10712,10098,1,2025-01-24 12:09:31,Credit Card,340.42,Successful
10713,10099,1,2025-02-07 00:34:33,PayPal,446.91,Successful
10714,10100,1,2025-02-14 14:47:04,PayPal,139.29,Successful
10715,10101,1,2025-02-17 05:47:24,Apple Pay,38.33,Successful
10716,10102,1,2025-03-25 16:01:31,Credit Card,80.03,Successful
10717,10103,1,2025-03-31 12:22:46,Credit Card,317.58,Successful
10718,10104,1,2025-05-27 14:35:36,Credit Card,311.61,Successful
10719,10105,1,2025-06-23 19:19:00,Credit Card,388.17,Failed
10720,10106,1,2025-06-26 08:35:41,Debit Card,143.13,Successful
10721,10107,1,2025-07-05 20:58:20,Google Pay,45.92,Successful
10722,10108,1,2025-08-16 22:59:14,Credit Card,440.09,Successful
10723,10109,1,2025-08-18 15:34:35,Apple Pay,138.49,Successful
10724,10110,1,2025-09-12 22:05:55,PayPal,150.69,Successful
10725,10111,1,2025-09-28 11:24:24,Google Pay,137.54,Successful
10726,10112,1,2025-11-10 11:51:19,PayPal,476.67,Successful
10727,10113,1,2025-12-28 11:19:29,Debit Card,217.53,Successful
10728,10114,1,2026-02-04 15:29:50,PayPal,284.99,Successful
10729,10115,1,2026-03-04 09:04:29,Credit Card,138.49,Successful
10730,10116,1,2026-04-19 19:05:06,Debit Card,177.79,Successful
10731,10117,1,2026-05-27 05:46:09,Credit Card,296.45,Successful
10732,10118,1,2026-05-30 05:24:19,Credit Card,137.00,Successful
10733,10119,1,2026-06-17 14:47:59,Credit Card,187.37,Successful
10734,10120,1,2026-07-06 17:49:06,Debit Card,410.07,Successful
10735,10121,1,2026-07-10 14:16:27,Apple Pay,85.72,Successful
10736,10122,1,2026-07-10 17:10:16,Credit Card,236.74,Successful
10737,10123,1,2025-12-29 09:47:24,PayPal,375.01,Successful
10738,10124,1,2026-02-27 19:51:28,Credit Card,551.54,Successful
10739,10125,1,2026-02-28 16:20:24,PayPal,474.41,Successful
10740,10126,1,2026-03-26 19:11:39,Credit Card,308.18,Successful
10741,10127,1,2026-04-02 11:29:33,Credit Card,85.72,Successful
10742,10128,1,2026-05-06 11:02:13,Credit Card,72.19,Successful
10743,10129,1,2026-09-04 17:50:19,Credit Card,251.95,Successful
10744,10130,1,2024-05-01 09:39:29,Credit Card,208.62,Successful
10745,10131,1,2024-05-05 21:09:19,Credit Card,460.43,Successful
10746,10132,1,2024-05-08 14:32:51,Debit Card,426.92,Successful
10747,10133,1,2024-05-18 14:59:12,PayPal,74.70,Successful
10748,10134,1,2024-07-01 21:51:20,Credit Card,525.17,Successful
10749,10135,1,2024-07-07 17:03:56,PayPal,256.03,Successful
10750,10136,1,2024-07-17 11:13:48,Debit Card,297.43,Successful
10751,10137,1,2024-07-30 17:41:09,Credit Card,569.14,Successful
10752,10138,1,2024-09-23 11:02:57,Credit Card,421.63,Successful
10753,10139,1,2024-10-08 10:37:49,Credit Card,152.61,Successful
10754,10140,1,2024-10-16 18:00:38,Apple Pay,107.89,Successful
10755,10141,1,2024-11-06 18:51:01,Debit Card,260.34,Successful
10756,10142,1,2024-12-29 21:41:20,Credit Card,62.01,Successful
10757,10143,1,2025-01-22 05:21:21,Credit Card,143.13,Successful
10758,10144,1,2025-03-12 10:49:06,Credit Card,36.52,Failed
10759,10145,1,2025-05-02 18:58:57,Credit Card,231.22,Successful
10760,10146,1,2025-05-07 20:15:16,PayPal,485.21,Successful
10761,10147,1,2025-05-08 11:22:50,Apple Pay,112.65,Successful
10762,10148,1,2025-05-12 10:30:27,Google Pay,253.18,Successful
10763,10149,1,2025-05-23 21:22:35,Credit Card,262.97,Successful
10764,10150,1,2025-10-18 11:28:20,Google Pay,91.04,Successful
10765,10151,1,2025-10-29 10:29:30,Apple Pay,149.62,Successful
10766,10152,1,2025-12-16 10:40:45,Credit Card,467.57,Successful
10767,10153,1,2025-12-27 12:27:18,Credit Card,63.81,Successful
10768,10154,1,2026-01-07 14:39:29,Credit Card,292.88,Successful
10769,10155,1,2026-01-26 20:17:40,Credit Card,69.86,Successful
10770,10156,1,2026-02-01 21:07:41,PayPal,488.48,Failed
10771,10156,2,2026-02-02 03:57:41,PayPal,488.48,Failed
10772,10157,1,2026-02-27 21:05:33,Debit Card,34.12,Successful
10773,10158,1,2026-04-04 21:56:03,Debit Card,73.40,Successful
10774,10159,1,2026-04-06 17:33:48,Credit Card,240.19,Successful
10775,10160,1,2026-04-22 16:20:38,Credit Card,180.06,Successful
10776,10161,1,2026-05-04 09:21:53,Apple Pay,169.41,Successful
10777,10162,1,2026-05-12 14:05:32,Apple Pay,92.93,Successful
10778,10163,1,2026-06-13 10:41:56,Credit Card,151.45,Successful
10779,10164,1,2026-06-20 18:38:54,Credit Card,137.54,Successful
10780,10165,1,2026-07-03 12:13:59,Credit Card,39.49,Successful
10781,10166,1,2026-07-17 19:14:39,Credit Card,126.44,Successful
10782,10167,1,2026-08-10 07:31:06,Credit Card,137.40,Successful
10783,10168,1,2025-08-27 12:08:50,Credit Card,427.07,Successful
10784,10169,1,2025-09-29 23:38:00,Apple Pay,538.57,Successful
10785,10170,1,2025-12-20 18:04:10,PayPal,327.73,Successful
10786,10171,1,2026-01-17 17:22:39,Google Pay,317.65,Successful
10787,10172,1,2026-01-19 10:41:38,Credit Card,222.01,Successful
10788,10173,1,2026-02-07 03:39:51,Credit Card,176.84,Successful
10789,10174,1,2026-05-10 17:33:27,Credit Card,418.12,Successful
10790,10175,1,2026-06-04 17:19:02,Credit Card,104.46,Successful
10791,10176,1,2026-08-30 19:04:01,PayPal,151.45,Successful
10792,10177,1,2024-10-26 18:31:20,Credit Card,31.99,Successful
10793,10178,1,2025-01-15 22:38:53,Credit Card,769.80,Successful
10794,10179,1,2025-02-26 09:59:06,Credit Card,242.34,Successful
10795,10180,1,2025-08-17 20:52:06,Credit Card,117.66,Successful
10796,10181,1,2026-01-08 09:12:18,Debit Card,529.17,Successful
10797,10182,1,2026-02-06 19:26:48,Credit Card,167.75,Failed
10798,10183,1,2026-08-09 20:36:40,Debit Card,237.63,Failed
10799,10184,1,2026-08-28 20:54:56,Debit Card,238.02,Successful
10800,10185,1,2023-12-31 16:24:00,Credit Card,135.40,Successful
10801,10186,1,2024-02-01 12:52:46,Credit Card,68.58,Successful
10802,10187,1,2024-02-23 14:16:51,PayPal,184.07,Successful
10803,10188,1,2024-02-29 21:36:08,Credit Card,260.03,Failed
10804,10189,1,2024-03-07 09:19:51,Credit Card,388.42,Successful
10805,10190,1,2024-04-14 00:40:00,Credit Card,230.22,Failed
10806,10190,2,2024-04-14 03:19:00,Debit Card,230.22,Successful
10807,10191,1,2024-05-08 18:25:57,Credit Card,275.34,Successful
10808,10192,1,2024-06-01 22:35:56,Credit Card,287.34,Successful
10809,10193,1,2024-07-10 11:07:49,Credit Card,301.31,Successful
10810,10194,1,2024-08-14 11:57:45,Credit Card,213.21,Successful
10811,10195,1,2024-08-24 20:04:04,Debit Card,77.39,Successful
10812,10196,1,2024-08-30 18:36:01,Apple Pay,155.41,Successful
10813,10197,1,2024-09-08 11:21:11,Credit Card,143.66,Successful
10814,10198,1,2025-02-02 08:05:47,Credit Card,42.28,Successful
10815,10199,1,2025-03-27 20:02:41,Credit Card,442.96,Successful
10816,10200,1,2025-03-27 14:09:42,Credit Card,242.14,Successful
10817,10201,1,2025-05-15 17:16:53,Apple Pay,306.06,Successful
10818,10202,1,2025-06-25 13:26:12,Google Pay,478.69,Successful
10819,10203,1,2025-08-29 21:24:06,Google Pay,264.17,Successful
10820,10204,1,2025-09-03 18:07:22,Credit Card,85.28,Successful
10821,10205,1,2025-09-23 09:16:37,Credit Card,567.26,Successful
10822,10206,1,2025-11-19 14:11:15,Apple Pay,152.61,Successful
10823,10207,1,2025-11-27 19:41:50,Debit Card,252.82,Successful
10824,10208,1,2025-12-09 05:01:45,Debit Card,472.22,Successful
10825,10209,1,2025-12-12 07:04:54,Credit Card,156.71,Successful
10826,10210,1,2025-12-13 12:30:53,PayPal,300.71,Successful
10827,10211,1,2026-01-06 18:49:33,Google Pay,248.92,Successful
10828,10212,1,2026-01-27 14:47:55,Credit Card,155.93,Successful
10829,10213,1,2026-02-08 23:20:22,Credit Card,357.78,Successful
10830,10214,1,2026-02-14 14:00:32,Credit Card,26.63,Successful
10831,10215,1,2026-02-15 14:51:42,Credit Card,297.74,Successful
10832,10216,1,2026-02-18 12:52:59,Credit Card,62.01,Successful
10833,10217,1,2026-02-23 11:00:06,Credit Card,332.59,Successful
10834,10218,1,2026-04-23 17:04:40,Debit Card,251.86,Successful
10835,10219,1,2026-04-25 00:25:36,Credit Card,113.68,Successful
10836,10220,1,2026-05-10 23:56:08,Credit Card,137.61,Successful
10837,10221,1,2026-05-12 21:42:17,PayPal,105.61,Successful
10838,10222,1,2026-05-17 09:32:37,Credit Card,379.02,Successful
10839,10223,1,2026-06-10 12:05:43,Credit Card,51.03,Failed
10840,10224,1,2026-07-27 20:09:14,Credit Card,79.43,Successful
10841,10225,1,2026-08-02 15:34:07,Credit Card,799.95,Successful
10842,10226,1,2026-08-11 18:35:47,Debit Card,283.20,Successful
10843,10227,1,2026-08-31 08:25:17,PayPal,152.40,Successful
10844,10228,1,2024-11-14 20:07:23,Credit Card,347.11,Successful
10845,10229,1,2024-11-16 15:28:16,PayPal,123.86,Successful
10846,10230,1,2025-03-11 18:52:37,Credit Card,396.92,Successful
10847,10231,1,2025-05-25 04:47:52,Credit Card,107.89,Successful
10848,10232,1,2025-06-07 21:32:01,Credit Card,367.89,Successful
10849,10233,1,2025-10-21 12:51:24,Credit Card,72.19,Failed
10850,10233,2,2025-10-22 03:18:24,Credit Card,72.19,Successful
10851,10234,1,2026-02-14 22:43:29,Credit Card,578.16,Successful
10852,10235,1,2026-02-16 11:45:41,Debit Card,184.19,Successful
10853,10236,1,2026-04-07 21:07:31,PayPal,225.15,Successful
10854,10237,1,2026-04-30 22:36:55,Credit Card,96.33,Successful
10855,10238,1,2026-05-08 16:17:17,Credit Card,366.76,Successful
10856,10239,1,2026-05-13 19:02:03,Apple Pay,125.39,Successful
10857,10240,1,2026-07-20 10:07:36,Credit Card,222.88,Successful
10858,10241,1,2024-07-13 19:03:32,PayPal,163.25,Successful
10859,10242,1,2024-08-06 14:54:18,Debit Card,357.83,Successful
10860,10243,1,2024-09-30 11:39:07,Apple Pay,173.54,Successful
10861,10244,1,2024-10-03 19:03:38,Credit Card,54.54,Successful
10862,10245,1,2024-10-03 11:54:21,Credit Card,683.11,Successful
10863,10246,1,2024-10-06 12:52:56,Credit Card,139.29,Successful
10864,10247,1,2025-03-19 07:39:20,Debit Card,301.31,Successful
10865,10248,1,2025-06-03 16:24:03,Credit Card,34.21,Successful
10866,10249,1,2025-08-30 17:57:04,Apple Pay,167.82,Successful
10867,10250,1,2025-10-12 15:42:21,Apple Pay,412.40,Successful
10868,10251,1,2025-10-20 20:26:45,Credit Card,194.95,Successful
10869,10252,1,2025-11-13 10:47:11,Debit Card,68.58,Successful
10870,10253,1,2025-11-15 20:03:34,Credit Card,49.44,Successful
10871,10254,1,2025-11-28 15:38:27,Credit Card,208.79,Successful
10872,10255,1,2025-12-12 13:41:23,PayPal,213.07,Successful
10873,10256,1,2026-02-03 14:07:14,Apple Pay,138.49,Successful
10874,10257,1,2026-02-11 00:00:00,PayPal,234.55,Successful
10875,10258,1,2026-02-15 13:44:10,Debit Card,96.33,Successful
10876,10259,1,2026-02-16 16:05:04,Credit Card,268.58,Successful
10877,10260,1,2026-03-11 18:33:42,Google Pay,333.44,Successful
10878,10261,1,2026-03-20 10:39:10,Credit Card,563.07,Successful
10879,10262,1,2026-03-25 11:28:25,Credit Card,377.15,Successful
10880,10263,1,2026-04-07 20:50:18,Credit Card,198.46,Successful
10881,10264,1,2026-05-06 22:00:23,Debit Card,22.73,Successful
10882,10265,1,2026-05-19 03:11:33,Credit Card,422.46,Successful
10883,10266,1,2026-06-03 02:49:28,Credit Card,137.40,Successful
10884,10267,1,2026-06-13 11:46:01,Credit Card,47.66,Successful
10885,10268,1,2026-06-17 22:46:28,Debit Card,335.46,Successful
10886,10269,1,2026-07-01 12:21:09,Credit Card,132.40,Successful
10887,10270,1,2026-07-01 05:54:08,Credit Card,67.35,Successful
10888,10271,1,2026-07-03 00:33:56,Credit Card,298.60,Successful
10889,10272,1,2024-12-18 20:19:51,Credit Card,134.92,Failed
10890,10272,2,2024-12-19 20:03:51,PayPal,134.92,Successful
10891,10273,1,2025-04-13 04:08:41,Debit Card,99.38,Successful
10892,10274,1,2025-05-20 09:12:19,Debit Card,185.97,Successful
10893,10275,1,2025-05-30 22:02:34,Google Pay,318.04,Successful
10894,10276,1,2026-03-17 15:04:25,Credit Card,233.26,Successful
10895,10277,1,2026-06-12 11:42:50,Credit Card,475.36,Successful
10896,10278,1,2026-07-02 19:39:08,Apple Pay,152.86,Successful
10897,10279,1,2026-07-15 14:21:04,Debit Card,156.82,Successful
10898,10280,1,2026-07-30 17:32:40,PayPal,552.34,Successful
10899,10281,1,2026-08-09 12:31:40,Debit Card,116.08,Successful
10900,10282,1,2026-08-18 20:43:44,Credit Card,59.91,Successful
10901,10283,1,2026-08-29 13:04:42,Credit Card,324.64,Successful
10902,10284,1,2026-08-29 23:16:35,Credit Card,36.52,Successful
10903,10285,1,2026-08-15 21:36:22,Credit Card,474.74,Successful
10904,10286,1,2025-07-11 19:14:06,PayPal,180.74,Successful
10905,10287,1,2025-08-10 20:48:04,Credit Card,346.04,Successful
10906,10288,1,2026-02-07 09:07:07,Credit Card,154.14,Successful
10907,10289,1,2026-04-25 13:36:38,Credit Card,152.61,Successful
10908,10290,1,2026-07-24 18:05:31,Credit Card,436.91,Successful
10909,10291,1,2023-12-01 14:01:56,Debit Card,749.70,Successful
10910,10292,1,2024-01-05 14:44:31,Debit Card,156.71,Successful
10911,10293,1,2024-01-23 20:13:39,Credit Card,332.40,Successful
10912,10294,1,2024-05-05 19:01:05,Credit Card,360.56,Successful
10913,10295,1,2024-06-01 20:05:20,Apple Pay,468.35,Successful
10914,10296,1,2024-07-19 16:19:40,PayPal,417.39,Successful
10915,10297,1,2025-02-17 16:51:59,Credit Card,572.56,Successful
10916,10298,1,2025-04-07 01:00:11,Apple Pay,154.14,Successful
10917,10299,1,2025-05-29 21:09:40,Debit Card,134.69,Successful
10918,10300,1,2025-09-09 10:08:46,Credit Card,136.71,Successful
10919,10301,1,2025-10-15 20:52:14,Debit Card,69.28,Successful
10920,10302,1,2026-04-07 20:55:17,Credit Card,273.12,Successful
10921,10303,1,2026-04-14 14:17:27,PayPal,264.44,Successful
10922,10304,1,2026-05-27 11:27:44,Credit Card,415.67,Successful
10923,10305,1,2026-05-31 10:14:52,Credit Card,208.62,Successful
10924,10306,1,2026-06-11 07:08:31,PayPal,246.53,Successful
10925,10307,1,2026-06-18 09:29:03,Credit Card,237.63,Successful
10926,10308,1,2026-09-04 11:19:02,PayPal,693.12,Successful
10927,10309,1,2026-07-09 19:16:43,Credit Card,606.30,Successful
10928,10310,1,2023-08-10 13:29:37,PayPal,214.04,Successful
10929,10311,1,2023-08-12 15:30:31,Debit Card,45.50,Successful
10930,10312,1,2023-10-15 16:17:26,Debit Card,208.79,Successful
10931,10313,1,2023-11-03 17:45:58,Credit Card,194.23,Failed
10932,10313,2,2023-11-04 16:16:58,Credit Card,194.23,Successful
10933,10314,1,2023-11-06 21:52:15,Google Pay,302.40,Successful
10934,10315,1,2024-01-02 12:43:07,Credit Card,99.38,Successful
10935,10316,1,2024-02-15 20:57:02,Debit Card,500.24,Successful
10936,10317,1,2024-02-19 18:54:38,Credit Card,286.95,Successful
10937,10318,1,2024-03-15 05:20:26,Debit Card,308.79,Successful
10938,10319,1,2024-04-06 18:27:02,Google Pay,267.08,Successful
10939,10320,1,2024-04-27 09:44:46,Credit Card,376.16,Successful
10940,10321,1,2024-05-06 08:34:41,Credit Card,174.38,Successful
10941,10322,1,2024-08-06 19:59:00,Credit Card,301.31,Successful
10942,10323,1,2024-08-14 22:21:25,Credit Card,133.30,Successful
10943,10324,1,2024-08-22 19:35:41,PayPal,31.68,Successful
10944,10325,1,2024-09-24 17:05:34,Debit Card,107.89,Successful
10945,10326,1,2025-02-18 21:43:21,Credit Card,139.87,Failed
10946,10326,2,2025-02-19 11:44:21,Credit Card,139.87,Successful
10947,10327,1,2025-02-21 15:42:05,Credit Card,277.53,Successful
10948,10328,1,2025-03-10 23:18:04,Credit Card,289.22,Successful
10949,10329,1,2025-05-19 12:22:15,PayPal,292.88,Successful
10950,10330,1,2025-06-26 20:40:06,Credit Card,242.14,Successful
10951,10331,1,2025-07-22 17:04:53,Credit Card,354.23,Successful
10952,10332,1,2025-07-27 11:00:01,Apple Pay,264.17,Successful
10953,10333,1,2025-10-02 09:24:46,Credit Card,190.26,Successful
10954,10334,1,2025-10-03 20:32:44,Credit Card,96.20,Successful
10955,10335,1,2025-11-08 08:23:32,Apple Pay,137.54,Successful
10956,10336,1,2026-01-04 05:21:25,PayPal,156.42,Successful
10957,10337,1,2026-03-06 14:41:06,Credit Card,132.88,Failed
10958,10337,2,2026-03-07 11:29:06,PayPal,132.88,Failed
10959,10338,1,2026-03-21 22:50:40,Debit Card,249.57,Successful
10960,10339,1,2026-03-31 19:21:31,Credit Card,137.54,Successful
10961,10340,1,2026-04-09 14:43:25,Credit Card,301.31,Successful
10962,10341,1,2026-04-25 22:30:49,Apple Pay,209.01,Successful
10963,10342,1,2026-05-23 18:52:57,Credit Card,232.52,Successful
10964,10343,1,2026-06-26 14:56:25,PayPal,244.02,Failed
10965,10343,2,2026-06-26 18:34:25,PayPal,244.02,Successful
10966,10344,1,2026-06-28 22:35:34,Google Pay,356.30,Successful
10967,10345,1,2026-06-30 09:19:28,Apple Pay,244.85,Successful
10968,10346,1,2026-08-26 20:46:04,Debit Card,367.42,Successful
10969,10347,1,2026-08-30 10:10:25,Credit Card,691.55,Successful
10970,10348,1,2025-10-09 10:17:11,Credit Card,253.18,Successful
10971,10349,1,2025-10-11 20:35:52,Debit Card,426.42,Successful
10972,10350,1,2025-10-23 15:56:33,Credit Card,631.23,Successful
10973,10351,1,2025-10-26 05:53:33,Apple Pay,454.92,Successful
10974,10352,1,2025-11-10 14:39:24,Apple Pay,144.93,Successful
10975,10353,1,2025-12-02 11:51:21,Debit Card,128.09,Failed
10976,10353,2,2025-12-03 04:45:21,Google Pay,128.09,Failed
10977,10354,1,2025-12-18 06:28:57,Credit Card,34.85,Successful
10978,10355,1,2026-01-03 21:00:48,Credit Card,33.41,Successful
10979,10356,1,2026-01-10 11:58:10,Apple Pay,143.67,Successful
10980,10357,1,2026-01-21 20:09:24,Credit Card,121.69,Successful
10981,10358,1,2026-01-29 15:16:35,Debit Card,31.30,Successful
10982,10359,1,2026-02-04 16:30:52,Credit Card,60.21,Failed
10983,10359,2,2026-02-05 00:38:52,Credit Card,60.21,Successful
10984,10360,1,2026-02-19 14:30:27,Apple Pay,601.09,Successful
10985,10361,1,2026-03-05 16:43:05,Apple Pay,334.29,Successful
10986,10362,1,2026-04-06 05:41:44,Credit Card,96.47,Successful
10987,10363,1,2026-04-12 16:43:51,PayPal,184.20,Successful
10988,10364,1,2026-04-19 20:38:02,Apple Pay,351.66,Successful
10989,10365,1,2026-04-21 15:10:56,Debit Card,276.42,Successful
10990,10366,1,2026-05-14 14:37:18,PayPal,160.96,Successful
10991,10367,1,2026-05-19 15:05:45,Credit Card,71.32,Successful
10992,10368,1,2026-06-08 21:36:00,Credit Card,459.34,Successful
10993,10369,1,2026-07-09 20:23:39,PayPal,185.97,Successful
10994,10370,1,2026-07-13 08:21:35,Debit Card,334.89,Successful
10995,10371,1,2026-07-16 12:06:40,Credit Card,245.92,Successful
10996,10372,1,2026-07-22 14:14:03,Google Pay,22.54,Successful
10997,10373,1,2026-07-23 20:41:10,Credit Card,729.83,Successful
10998,10374,1,2026-07-28 21:55:23,Debit Card,363.62,Successful
10999,10375,1,2026-07-29 17:52:40,Credit Card,372.92,Successful
11000,10376,1,2026-09-01 10:15:52,Credit Card,520.03,Failed
11001,10377,1,2026-09-05 18:03:48,Apple Pay,134.69,Successful
11002,10378,1,2024-12-16 08:01:33,Credit Card,121.69,Successful
11003,10379,1,2025-01-29 14:02:42,Credit Card,187.37,Successful
11004,10380,1,2025-03-10 15:28:35,Apple Pay,30.73,Successful
11005,10381,1,2025-03-25 19:01:52,Debit Card,472.78,Successful
11006,10382,1,2025-06-12 20:51:12,Apple Pay,304.83,Successful
11007,10383,1,2025-08-06 17:14:50,PayPal,133.57,Successful
11008,10384,1,2025-08-31 20:02:11,Credit Card,45.50,Failed
11009,10384,2,2025-09-01 09:28:11,PayPal,45.50,Successful
11010,10385,1,2025-10-18 21:38:57,Apple Pay,478.58,Successful
11011,10386,1,2025-10-27 22:26:25,Apple Pay,556.83,Successful
11012,10387,1,2026-01-14 20:46:57,Credit Card,99.38,Successful
11013,10388,1,2026-02-12 12:27:01,Credit Card,311.77,Successful
11014,10389,1,2026-02-26 19:36:32,Credit Card,354.90,Successful
11015,10390,1,2026-03-29 06:44:10,Google Pay,326.31,Successful
11016,10391,1,2026-04-10 09:56:44,Debit Card,292.22,Successful
11017,10392,1,2026-04-30 11:31:51,Google Pay,311.77,Successful
11018,10393,1,2026-06-17 01:43:12,Credit Card,509.19,Successful
11019,10394,1,2026-07-20 10:15:07,Credit Card,316.31,Successful
11020,10395,1,2025-07-08 18:18:53,Debit Card,304.65,Successful
11021,10396,1,2026-04-02 13:49:18,Credit Card,579.41,Successful
11022,10397,1,2026-04-19 17:11:21,Credit Card,30.71,Successful
11023,10398,1,2023-08-03 21:56:21,Credit Card,436.91,Successful
11024,10399,1,2023-08-25 07:31:27,Credit Card,290.18,Successful
11025,10400,1,2023-09-11 16:15:09,PayPal,339.22,Successful
11026,10401,1,2023-10-28 18:01:01,Debit Card,119.13,Successful
11027,10402,1,2023-12-10 18:16:15,Credit Card,840.13,Successful
11028,10403,1,2023-12-19 16:07:39,PayPal,279.79,Successful
11029,10404,1,2024-01-27 14:39:54,Apple Pay,336.19,Successful
11030,10405,1,2024-05-06 16:05:20,Credit Card,380.76,Successful
11031,10406,1,2024-05-19 16:01:58,Credit Card,172.58,Successful
11032,10407,1,2024-10-20 19:33:58,PayPal,51.03,Successful
11033,10408,1,2024-12-13 18:30:17,Debit Card,162.13,Successful
11034,10409,1,2024-12-17 12:31:03,PayPal,244.02,Successful
11035,10410,1,2024-12-30 00:00:29,Credit Card,422.24,Failed
11036,10410,2,2024-12-30 19:13:29,Credit Card,422.24,Failed
11037,10411,1,2025-02-12 19:46:16,Apple Pay,150.69,Successful
11038,10412,1,2025-05-26 21:50:40,Credit Card,215.77,Successful
11039,10413,1,2025-07-16 09:38:18,PayPal,250.33,Successful
11040,10414,1,2025-07-30 14:07:24,Credit Card,250.33,Successful
11041,10415,1,2025-08-13 13:39:17,PayPal,45.92,Failed
11042,10415,2,2025-08-13 20:17:17,PayPal,45.92,Successful
11043,10416,1,2025-08-24 21:26:37,Apple Pay,466.25,Successful
11044,10417,1,2025-08-25 09:03:17,Debit Card,238.57,Successful
11045,10418,1,2025-09-24 08:56:10,Credit Card,112.53,Successful
11046,10419,1,2026-03-02 15:46:37,Credit Card,703.13,Failed
11047,10420,1,2026-03-03 19:14:26,PayPal,344.80,Successful
11048,10421,1,2026-03-04 04:12:35,Credit Card,489.11,Failed
11049,10422,1,2026-03-24 14:15:54,PayPal,160.79,Successful
11050,10423,1,2026-03-24 06:53:21,Debit Card,47.66,Successful
11051,10424,1,2026-06-14 19:59:51,Credit Card,244.85,Successful
11052,10425,1,2026-07-08 17:56:54,PayPal,137.40,Successful
11053,10426,1,2026-07-11 18:55:54,Credit Card,164.93,Successful
11054,10427,1,2025-06-18 07:53:50,Credit Card,250.29,Successful
11055,10428,1,2025-11-10 10:42:40,Debit Card,165.46,Failed
11056,10428,2,2025-11-10 16:08:40,Debit Card,165.46,Successful
11057,10429,1,2026-04-16 22:42:39,Credit Card,128.09,Successful
11058,10430,1,2026-06-09 12:39:53,Credit Card,87.37,Successful
11059,10431,1,2024-04-03 12:43:07,Credit Card,209.79,Successful
11060,10432,1,2024-06-02 12:53:53,Credit Card,161.48,Successful
11061,10433,1,2024-07-31 20:44:32,Credit Card,106.48,Successful
11062,10434,1,2024-08-05 13:25:17,Credit Card,192.41,Successful
11063,10435,1,2024-08-08 18:37:12,Google Pay,109.65,Successful
11064,10436,1,2024-08-11 18:23:59,Debit Card,208.62,Successful
11065,10437,1,2024-10-08 19:34:17,PayPal,514.69,Successful
11066,10438,1,2024-10-11 18:57:00,Credit Card,237.63,Successful
11067,10439,1,2024-11-15 20:06:08,Credit Card,302.10,Successful
11068,10440,1,2024-11-26 13:52:46,Google Pay,283.06,Successful
11069,10441,1,2024-12-06 18:06:59,Credit Card,172.29,Successful
11070,10442,1,2024-12-15 12:33:49,Apple Pay,158.98,Successful
11071,10443,1,2024-12-18 17:00:49,Debit Card,46.38,Successful
11072,10444,1,2024-12-20 16:40:12,Credit Card,351.45,Failed
11073,10445,1,2025-02-25 20:53:37,Credit Card,477.88,Failed
11074,10445,2,2025-02-26 03:39:37,Credit Card,477.88,Failed
11075,10446,1,2025-03-09 12:10:02,Credit Card,244.02,Successful
11076,10447,1,2025-04-22 02:04:06,Debit Card,412.30,Successful
11077,10448,1,2025-04-23 19:24:29,Credit Card,439.25,Successful
11078,10449,1,2025-04-29 07:33:47,Debit Card,510.86,Successful
11079,10450,1,2025-04-30 08:28:48,Credit Card,197.64,Successful
11080,10451,1,2025-05-03 20:57:16,Credit Card,152.98,Successful
11081,10452,1,2025-05-15 19:07:46,Credit Card,119.95,Successful
11082,10453,1,2025-05-21 12:50:09,PayPal,234.90,Successful
11083,10454,1,2025-05-23 09:27:09,Debit Card,335.40,Successful
11084,10455,1,2025-06-01 17:01:20,Debit Card,656.23,Successful
11085,10456,1,2025-06-23 10:33:54,PayPal,186.50,Successful
11086,10457,1,2025-07-05 08:33:17,Credit Card,136.39,Successful
